Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.4373702 ; 0.4385665 ; -0.000122502 ; -0.0001225004 ; 2.440283E-06 ; 1034 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; -0.13 ; -0.01500003 ; -0.01000003 ; 0
0.689573 ; 0.6864401 ; -0.0001225368 ; -0.0001225637 ; 2.323481E-06 ; 1034 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.1154933 ; 0.1997184 ; 0.1952252 ; 0
0.4385611 ; 0.4418083 ; -6.130197E-05 ; -0.0001224978 ; 2.50858E-06 ; 1022 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; -0.335 ; 0.01499997 ; -0.09500003 ; 0
0.7402783 ; 0.7378453 ; -6.123621E-05 ; -0.0001225643 ; 2.335861E-06 ; 1022 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.04266041 ; 0.199226 ; 0.1977142 ; 0
0.9360821 ; 0.935708 ; -1.3791E-07 ; -0.0001232388 ; 2.03399E-06 ; 906 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.08499997 ; 0.455 ; 0.995 ; 0
0.4437999 ; 0.4424779 ; 4.334382E-08 ; -0.0001224884 ; 2.572839E-06 ; 906 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; 0.1381927 ; 0.03723569 ; -0.1919677 ; 0
0.4375431 ; 0.4373722 ; 6.123596E-05 ; -0.0001224984 ; 2.498267E-06 ; 1027 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; -0.245 ; 0.02999996 ; -0.03500003 ; 0
0.6972835 ; 0.6961268 ; 6.123521E-05 ; -0.0001225639 ; 2.360447E-06 ; 1027 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; 0.04611756 ; 0.1984994 ; 0.1967215 ; 0
0.9273947 ; 0.9272239 ; 0.0001227533 ; -0.0001227941 ; 2.039707E-06 ; 901 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.155 ; 0.18 ; 1 ; 0
0.7487212 ; 0.7478128 ; 0.0001225624 ; -0.0001225409 ; 2.355507E-06 ; 901 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.25 ; 1 ; -0.1940056 ; 0.1275077 ; 0.196839 ; 0
0.9117633 ; 0.9103268 ; 0.0001227438 ; -6.143691E-05 ; 2.053252E-06 ; 911 ; Integral ; 0 ; 0 ; 0.25 ; -0.125 ; 0 ; -0.15 ; 0.115 ; 0.995 ; 0
0.7394136 ; 0.7389312 ; 0.000122564 ; -6.12666E-05 ; 2.385622E-06 ; 911 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.125 ; 1 ; -0.1967539 ; 0.05098237 ; 0.1994108 ; 0
0.9827356 ; 0.9846155 ; 5.976575E-05 ; -6.055264E-05 ; 2.001246E-06 ; 837 ; Integral ; 0 ; 0 ; 0.125 ; -0.125 ; 0 ; 0.915 ; -0.43 ; 0.995 ; 0
0.1683113 ; 0.165456 ; 6.120922E-05 ; -6.120831E-05 ; 2.168318E-06 ; 837 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.125 ; 1 ; 0.1932111 ; -0.1975078 ; 0.1292467 ; 0
0.6218282 ; 0.6249737 ; 6.117384E-09 ; -6.002678E-05 ; 2.001539E-06 ; 1054 ; Integral ; 0 ; 0 ; 0 ; -0.125 ; 0 ; -0.005000033 ; -1 ; 0.7499999 ; 0
0.02059118 ; 0.02071632 ; 2.024498E-09 ; -6.118751E-05 ; 2.062934E-06 ; 1054 ; Bayesiano ; 0 ; 0 ; 0 ; -0.125 ; 1 ; -0.006430788 ; -0.1987178 ; 0.1928048 ; 0
0.9831774 ; 0.9832098 ; -6.008006E-05 ; -6.049155E-05 ; 2.00029E-06 ; 950 ; Integral ; 0 ; 0 ; -0.125 ; -0.125 ; 0 ; -0.725 ; -0.47 ; 0.99 ; 0
0.2633776 ; 0.2598933 ; -6.118591E-05 ; -6.118602E-05 ; 2.151832E-06 ; 950 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.125 ; 1 ; -0.1967985 ; -0.1964507 ; 0.1994734 ; 0
0.9035142 ; 0.9039253 ; -0.0001232145 ; -6.139635E-05 ; 2.063717E-06 ; 910 ; Integral ; 0 ; 0 ; -0.25 ; -0.125 ; 0 ; 0.44 ; 0.08999996 ; 0.995 ; 0
0.4435499 ; 0.4401977 ; -0.0001224992 ; -6.125303E-05 ; 2.551597E-06 ; 910 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.125 ; 1 ; 0.01704825 ; -0.06254101 ; -0.02885331 ; 0
0.9109651 ; 0.9133254 ; -0.0001235175 ; 5.650167E-08 ; 2.056837E-06 ; 948 ; Integral ; 0 ; 0 ; -0.25 ; 0 ; 0 ; 0.6299999 ; -0.03500003 ; 0.99 ; 0
0.4432117 ; 0.4400418 ; -0.0001224976 ; -2.115531E-09 ; 2.517044E-06 ; 948 ; Bayesiano ; 0 ; 0 ; -0.25 ; 0 ; 1 ; 0.1930278 ; -0.1710374 ; -0.007572649 ; 0
0.5522809 ; 0.5045691 ; -5.970941E-05 ; -1.541068E-07 ; 2.00395E-06 ; 970 ; Integral ; 0 ; 0 ; -0.125 ; 0 ; 0 ; -1 ; 0.09999996 ; 0.945 ; 0
0.01113969 ; 0.009633613 ; -6.119123E-05 ; 1.011943E-08 ; 2.111139E-06 ; 970 ; Bayesiano ; 0 ; 0 ; -0.125 ; 0 ; 1 ; -0.1988989 ; -0.03422168 ; 0.1810968 ; 0
0.9748925 ; 0.9741396 ; -2.130984E-08 ; -1.811337E-07 ; 2.006736E-06 ; 930 ; Integral ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.08999997 ; 0.7649999 ; 0.145 ; 0
0.9771288 ; 0.9768023 ; 8.093217E-09 ; 1.308981E-08 ; 2.000205E-06 ; 930 ; Bayesiano ; 0 ; 0 ; 0 ; 0 ; 1 ; 0.122968 ; 0.1988861 ; -0.04029258 ; 0
0.534903 ; 0.5320994 ; 5.96764E-05 ; -3.163544E-07 ; 2.008281E-06 ; 792 ; Integral ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0.995 ; 0.2 ; 0.97 ; 0
0.01188352 ; 0.009559899 ; 6.118645E-05 ; -6.270222E-08 ; 2.117104E-06 ; 792 ; Bayesiano ; 0 ; 0 ; 0.125 ; 0 ; 1 ; 0.1984186 ; 0.1957998 ; 0.1961272 ; 0
