Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.05436856 ; 0.05367486 ; -9.579986E-05 ; -0.0001012811 ; 1.799929E-05 ; 505 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; -0.205 ; 0.165 ; 0.295 ; 1.1E-05
0.06366514 ; -0.00117345 ; -0.0001285069 ; -9.644409E-05 ; 6.683392E-06 ; 501 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 2 ; 0.06334638 ; -0.1056716 ; 0.1218638 ; 1.1E-05
0.3326398 ; 0.3330006 ; -9.652288E-05 ; -8.969026E-05 ; 2.554206E-06 ; 1515 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 5 ; 0.2378108 ; 0.9749501 ; 0.05234354 ; 1.1E-05
0.001964963 ; -0.001650508 ; -4.941882E-05 ; -9.783601E-05 ; 1.761581E-05 ; 503 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0 ; -0.005000031 ; -0.07500003 ; 0.27 ; 1.1E-05
0.1629953 ; 0.1627372 ; -3.558443E-05 ; -9.630913E-05 ; 2.368128E-06 ; 497 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 2 ; 0.0384842 ; 0.03166991 ; 0.03522835 ; 1.1E-05
0.1107599 ; 0.1090833 ; -4.880422E-05 ; -9.034579E-05 ; 4.001746E-06 ; 1509 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 5 ; 0.1798153 ; 0.981898 ; 0.06568404 ; 1.1E-05
0.01588099 ; 0.01445284 ; -7.343374E-07 ; -9.408228E-05 ; 2.008814E-06 ; 465 ; Integral ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0 ; 0.5549999 ; 0.49 ; 0.01499997 ; 1.1E-05
0.002448922 ; 0.0003917308 ; 2.493191E-05 ; -9.807781E-05 ; 8.277575E-06 ; 465 ; RandomSearch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 2 ; 0.1280483 ; 0.1145018 ; 0.1393252 ; 1.1E-05
0.08190268 ; 0.08545885 ; 1.261564E-05 ; -9.531673E-05 ; 1.91218E-05 ; 1395 ; BigBung_BigCrunch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 5 ; 1 ; -0.154223 ; -0.2552252 ; 1.1E-05
