Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.473143 ; 0.4756048 ; -0.0001225078 ; -0.0001155748 ; 2.51023E-06 ; 1105 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; -0.05500003 ; 0.33 ; -0.1 ; 0.02
0.8616975 ; 0.8006742 ; -0.0001180575 ; -0.0001178992 ; 2.736881E-06 ; 1105 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.08028753 ; 0.2865492 ; -0.4547892 ; 0.02
0.8392795 ; 0.843007 ; -5.073203E-05 ; -0.0001065219 ; 2.960961E-06 ; 1132 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; 0.004999964 ; 0.29 ; -0.6900001 ; 0.02
0.8346384 ; 0.8066747 ; -5.598597E-05 ; -0.0001170094 ; 2.782874E-06 ; 1132 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.01512017 ; 0.2947567 ; -0.4749414 ; 0.02
0.8146886 ; 0.8158849 ; 1.587139E-05 ; -0.000106488 ; 2.934298E-06 ; 1109 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.02999998 ; 0.175 ; -0.625 ; 0.02
0.8214354 ; 0.783769 ; 1.715696E-08 ; -0.0001222542 ; 2.749885E-06 ; 1109 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; 0.02203038 ; 0.335368 ; -0.4668277 ; 0.02
0.4380625 ; 0.4391572 ; 5.934174E-05 ; -0.0001242601 ; 2.258828E-06 ; 1050 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; 0.3049999 ; 0.05999996 ; 0.34 ; 0.02
0.8078453 ; 0.7404218 ; 9.490509E-05 ; -0.000122249 ; 2.825517E-06 ; 1050 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; 0.02830791 ; 0.3151594 ; -0.4870878 ; 0.02
0.85307 ; 0.8522155 ; 0.0001397207 ; -0.0001048352 ; 2.849181E-06 ; 1113 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.405 ; 0.03999996 ; -0.63 ; 0.02
