Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.4357427 ; 0.4336227 ; -0.0001230595 ; -0.0001228073 ; 2.163834E-06 ; 1027 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; 0.395 ; 0.11 ; 0.535 ; 0.01
0.8218706 ; 0.810684 ; -0.0001099963 ; -0.0001222831 ; 2.742999E-06 ; 1027 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.1002859 ; 0.2965579 ; -0.4718848 ; 0.01
0.4369613 ; 0.4361068 ; -5.438856E-05 ; -0.0001155228 ; 2.242474E-06 ; 1034 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; 0.285 ; 0.11 ; 0.3999999 ; 0.01
0.8227736 ; 0.821758 ; -6.034558E-05 ; -0.0001222911 ; 2.78327E-06 ; 1034 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.03281245 ; 0.2613499 ; -0.4964402 ; 0.01
0.9224137 ; 0.9234068 ; 2.140176E-06 ; -0.0001198342 ; 3.173773E-06 ; 1108 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.09499996 ; 0.42 ; -0.985 ; 0.01
0.8231567 ; 0.7135181 ; 1.082502E-05 ; -0.000111371 ; 2.830875E-06 ; 1108 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; 0.04076901 ; 0.4145158 ; -0.4979822 ; 0.01
0.9005929 ; 0.9003204 ; 7.332741E-05 ; -0.0001103487 ; 3.230612E-06 ; 1089 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; 0.06499996 ; 0.11 ; -1 ; 0.01
0.809312 ; 0.7171797 ; 7.000531E-05 ; -0.0001135873 ; 2.825165E-06 ; 1089 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; 0.03644028 ; 0.2777724 ; -0.4851153 ; 0.01
0.9246823 ; 0.9260818 ; 0.0001334132 ; -0.0001110359 ; 3.151102E-06 ; 1060 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.29 ; 0.05999997 ; -0.96 ; 0.01
0.8155118 ; 0.7428514 ; 0.0001244713 ; -0.0001201768 ; 2.78622E-06 ; 1060 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.25 ; 1 ; -0.3614399 ; 0.1093234 ; -0.4704769 ; 0.01
0.9276665 ; 0.9308119 ; 0.0001282538 ; -6.22411E-05 ; 3.233571E-06 ; 1070 ; Integral ; 0 ; 0 ; 0.25 ; -0.125 ; 0 ; -0.225 ; 0.08999997 ; -0.995 ; 0.01
0.8051533 ; 0.784228 ; 0.0001239371 ; -5.955313E-05 ; 2.852655E-06 ; 1070 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.125 ; 1 ; -0.246994 ; 0.06992263 ; -0.4993773 ; 0.01
0.9327684 ; 0.9346483 ; 6.456108E-05 ; -5.932487E-05 ; 2.597827E-06 ; 986 ; Integral ; 0 ; 0 ; 0.125 ; -0.125 ; 0 ; 0.985 ; -0.39 ; -0.62 ; 0.01
0.4398243 ; 0.4127446 ; 6.41649E-05 ; -6.106622E-05 ; 2.100223E-06 ; 986 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.125 ; 1 ; 0.4528938 ; -0.3230435 ; 0.3532057 ; 0.01
0.5735375 ; 0.573265 ; 1.245155E-07 ; -6.238859E-05 ; 2.502154E-06 ; 1041 ; Integral ; 0 ; 0 ; 0 ; -0.125 ; 0 ; 0.11 ; -1 ; -0.7 ; 0.01
0.4195313 ; 0.1699584 ; 1.620201E-07 ; -5.202288E-05 ; 2.236362E-06 ; 1041 ; Bayesiano ; 0 ; 0 ; 0 ; -0.125 ; 1 ; 0.2199956 ; -0.4994258 ; -0.4549444 ; 0.01
0.939921 ; 0.9415976 ; -5.247306E-05 ; -5.239071E-05 ; 2.497256E-06 ; 1163 ; Integral ; 0 ; 0 ; -0.125 ; -0.125 ; 0 ; -0.705 ; -0.625 ; -0.665 ; 0.01
0.7789571 ; 0.5786954 ; -5.775738E-05 ; -5.773044E-05 ; 2.433328E-06 ; 1163 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.125 ; 1 ; -0.4899159 ; -0.4511673 ; -0.4213612 ; 0.01
0.8868547 ; 0.8900002 ; -0.0001132845 ; -5.231938E-05 ; 3.31249E-06 ; 1094 ; Integral ; 0 ; 0 ; -0.25 ; -0.125 ; 0 ; 0.26 ; 0.07499997 ; -0.99 ; 0.01
0.7891496 ; 0.7334819 ; -0.0001155059 ; -5.450212E-05 ; 2.914207E-06 ; 1094 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.125 ; 1 ; 0.3867759 ; 0.05280995 ; -0.4872552 ; 0.01
0.8925229 ; 0.8943011 ; -0.0001160362 ; -4.604572E-06 ; 3.308862E-06 ; 1021 ; Integral ; 0 ; 0 ; -0.25 ; 0 ; 0 ; 0.505 ; -0.03000003 ; -0.98 ; 0.01
0.7830456 ; 0.774464 ; -0.0001203116 ; -7.546717E-08 ; 2.873071E-06 ; 1021 ; Bayesiano ; 0 ; 0 ; -0.25 ; 0 ; 1 ; 0.4996997 ; -0.09375301 ; -0.49423 ; 0.01
0.3836943 ; 0.3848906 ; -6.09732E-05 ; 6.54874E-06 ; 2.117464E-06 ; 1099 ; Integral ; 0 ; 0 ; -0.125 ; 0 ; 0 ; -1 ; -0.17 ; 0.155 ; 0.01
0.3142044 ; 0.03459373 ; -6.105541E-05 ; 5.155925E-06 ; 2.091746E-06 ; 1099 ; Bayesiano ; 0 ; 0 ; -0.125 ; 0 ; 1 ; -0.4821776 ; 0.2180627 ; 0.2441497 ; 0.01
0.9650588 ; 0.9635207 ; 5.234992E-06 ; 5.215248E-06 ; 2.001313E-06 ; 962 ; Integral ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.3099999 ; 0.4399999 ; 0.08499996 ; 0.01
0.996361 ; 0.003435826 ; 6.39172E-06 ; 6.380204E-06 ; 2.008056E-06 ; 962 ; Bayesiano ; 0 ; 0 ; 0 ; 0 ; 1 ; 0.3358017 ; 0.279563 ; -0.1275064 ; 0.01
0.308042 ; 0.3098202 ; 6.155836E-05 ; 2.251381E-07 ; 2.240967E-06 ; 989 ; Integral ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0.96 ; 0.48 ; -0.105 ; 0.01
0.1046822 ; 0.04882471 ; 6.417811E-05 ; 2.738611E-06 ; 2.475508E-06 ; 989 ; Bayesiano ; 0 ; 0 ; 0.125 ; 0 ; 1 ; 0.4918988 ; 0.2398771 ; -0.4704403 ; 0.01
0.9085998 ; 0.9063781 ; 0.0001269413 ; 4.851794E-06 ; 3.26997E-06 ; 1068 ; Integral ; 0 ; 0 ; 0.25 ; 0 ; 0 ; -0.21 ; 0.04999997 ; -0.985 ; 0.01
0.7894627 ; 0.7765774 ; 0.0001223164 ; 5.080029E-06 ; 2.901498E-06 ; 1068 ; Bayesiano ; 0 ; 0 ; 0.25 ; 0 ; 1 ; -0.2304214 ; 0.05601758 ; -0.4945601 ; 0.01
0.9250291 ; 0.9250615 ; 0.0001292513 ; 6.832834E-05 ; 3.223878E-06 ; 1068 ; Integral ; 0 ; 0 ; 0.25 ; 0.125 ; 0 ; -0.335 ; -0.135 ; -1 ; 0.01
0.8178574 ; 0.7967297 ; 0.0001290348 ; 6.794352E-05 ; 2.825636E-06 ; 1068 ; Bayesiano ; 0 ; 0 ; 0.25 ; 0.125 ; 1 ; -0.3627172 ; -0.1532293 ; -0.4936593 ; 0.01
0.001999498 ; -0.0005154801 ; 6.190862E-05 ; 6.972388E-05 ; 3.011097E-06 ; 1065 ; Integral ; 0 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.6499999 ; 0.965 ; -0.62 ; 0.01
0.793532 ; 0.01353942 ; 6.194902E-05 ; 6.155945E-05 ; 2.590477E-06 ; 1065 ; Bayesiano ; 0 ; 0 ; 0.125 ; 0.125 ; 1 ; 0.4982989 ; 0.4445005 ; -0.4245641 ; 0.01
0.4188641 ; 0.4187948 ; 3.969175E-06 ; 6.457603E-05 ; 4.432168E-06 ; 1097 ; Integral ; 0 ; 0 ; 0 ; 0.125 ; 0 ; -0.05000004 ; -0.535 ; -0.82 ; 0.01
0.5470223 ; 0.4058644 ; -3.535968E-06 ; 6.107995E-05 ; 4.15092E-06 ; 1097 ; Bayesiano ; 0 ; 0 ; 0 ; 0.125 ; 1 ; -0.1150194 ; -0.2148588 ; -0.4687383 ; 0.01
0.001993751 ; -1.433897E-05 ; -6.184233E-05 ; 6.140641E-05 ; 2.563865E-06 ; 1149 ; Integral ; 0 ; 0 ; -0.125 ; 0.125 ; 0 ; -0.975 ; 0.255 ; -0.37 ; 0.01
0.6343787 ; 0.001120932 ; -5.890574E-05 ; 6.391759E-05 ; 2.635777E-06 ; 1149 ; Bayesiano ; 0 ; 0 ; -0.125 ; 0.125 ; 1 ; -0.4958458 ; 0.4926636 ; -0.2049272 ; 0.01
0.9282377 ; 0.9266996 ; -0.0001216742 ; 6.647245E-05 ; 3.183068E-06 ; 1053 ; Integral ; 0 ; 0 ; -0.25 ; 0.125 ; 0 ; 0.385 ; -0.02000003 ; -0.99 ; 0.01
0.8163618 ; 0.8130327 ; -0.0001222941 ; 6.115412E-05 ; 2.798515E-06 ; 1053 ; Bayesiano ; 0 ; 0 ; -0.25 ; 0.125 ; 1 ; 0.3469427 ; -0.03368453 ; -0.4929866 ; 0.01
0.9414016 ; 0.9425979 ; -0.0001118327 ; 0.0001278594 ; 3.135242E-06 ; 1115 ; Integral ; 0 ; 0 ; -0.25 ; 0.25 ; 0 ; 0.3049999 ; -0.21 ; -0.99 ; 0.01
0.8401483 ; 0.8126096 ; -0.000116299 ; 0.0001223056 ; 2.744378E-06 ; 1115 ; Bayesiano ; 0 ; 0 ; -0.25 ; 0.25 ; 1 ; 0.3578722 ; -0.2515799 ; -0.4832589 ; 0.01
0.9021777 ; 0.9008428 ; -5.078284E-05 ; 0.0001321105 ; 3.254475E-06 ; 1097 ; Integral ; 0 ; 0 ; -0.125 ; 0.25 ; 0 ; 0.08499996 ; -0.45 ; -0.98 ; 0.01
0.782869 ; 0.775242 ; -5.757297E-05 ; 0.0001222029 ; 2.9115E-06 ; 1097 ; Bayesiano ; 0 ; 0 ; -0.125 ; 0.25 ; 1 ; 0.1303038 ; -0.3761212 ; -0.4932725 ; 0.01
0.9063951 ; 0.9035231 ; -1.150352E-07 ; 0.0001304421 ; 3.29583E-06 ; 1101 ; Integral ; 0 ; 0 ; 0 ; 0.25 ; 0 ; -0.07000003 ; -0.455 ; -1 ; 0.01
0.7898792 ; 0.7372408 ; 4.248209E-06 ; 0.0001264529 ; 2.902064E-06 ; 1101 ; Bayesiano ; 0 ; 0 ; 0 ; 0.25 ; 1 ; -0.03247613 ; -0.3957764 ; -0.4924656 ; 0.01
0.4376107 ; 0.4368578 ; 6.923414E-05 ; 0.0001304974 ; 2.40372E-06 ; 1049 ; Integral ; 0 ; 0 ; 0.125 ; 0.25 ; 0 ; 0.02999996 ; -0.03500004 ; 0.115 ; 0.01
0.8161231 ; 0.7950284 ; 7.296565E-05 ; 0.0001222299 ; 2.839425E-06 ; 1049 ; Bayesiano ; 0 ; 0 ; 0.125 ; 0.25 ; 1 ; -0.16573 ; -0.33753 ; -0.4908411 ; 0.01
0.4329835 ; 0.4334963 ; 0.0001391937 ; 0.0001391937 ; 2.169297E-06 ; 1092 ; Integral ; 0 ; 0 ; 0.25 ; 0.25 ; 0 ; -0.03000004 ; -0.03500004 ; 0.29 ; 0.01
0.8725284 ; 0.821875 ; 0.0001278476 ; 0.0001278418 ; 2.649944E-06 ; 1092 ; Bayesiano ; 0 ; 0 ; 0.25 ; 0.25 ; 1 ; -0.226373 ; -0.2309884 ; -0.4645512 ; 0.01
0.4364167 ; 0.434195 ; -0.0001204238 ; -0.0001205245 ; 2.200773E-06 ; 1065 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; -0.13 ; -3.822148E-08 ; 0.45 ; 0.01
0.835824 ; 0.8159396 ; -0.000118249 ; -0.0001222527 ; 2.753933E-06 ; 1065 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.1103135 ; 0.3196026 ; -0.4739968 ; 0.01
0.4311449 ; 0.43381 ; -6.023631E-05 ; -0.0001212945 ; 2.172979E-06 ; 1041 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; 0.245 ; 0.01999997 ; 0.535 ; 0.01
0.8199754 ; 0.8054122 ; -6.126286E-05 ; -0.000118685 ; 2.801197E-06 ; 1041 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.01194034 ; 0.2364521 ; -0.4985394 ; 0.01
0.9303992 ; 0.9460718 ; 1.022535E-07 ; -0.0001218999 ; 3.176117E-06 ; 1072 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.06499996 ; 0.37 ; -1 ; 0.01
0.8194022 ; 0.8062203 ; 1.358025E-06 ; -0.0001208215 ; 2.792327E-06 ; 1072 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; -0.003489772 ; 0.406774 ; -0.4938473 ; 0.01
0.4347822 ; 0.4338261 ; 5.624717E-05 ; -0.0001273538 ; 2.189126E-06 ; 1031 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; 0.3399999 ; 0.165 ; 0.5049999 ; 0.01
0.8145381 ; 0.8068866 ; 5.740769E-05 ; -0.0001261124 ; 2.806719E-06 ; 1031 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; 0.08351941 ; 0.3498519 ; -0.4980516 ; 0.01
0.9246185 ; 0.9272836 ; 0.0001372251 ; -0.000107151 ; 3.162116E-06 ; 1103 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.305 ; 0.07999997 ; -1 ; 0.01
0.8208544 ; 0.7747785 ; 0.0001222575 ; -0.0001224108 ; 2.811787E-06 ; 1103 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.25 ; 1 ; -0.2992671 ; 0.1113641 ; -0.4991117 ; 0.01
0.9099984 ; 0.9092456 ; 0.0001247466 ; -5.856578E-05 ; 3.230158E-06 ; 1057 ; Integral ; 0 ; 0 ; 0.25 ; -0.125 ; 0 ; -0.165 ; 0.11 ; -0.985 ; 0.01
