Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.6137291 ; 0.6137614 ; -0.0001191179 ; -0.0001054044 ; 3.012906E-06 ; 1174 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; 0.375 ; 0.13 ; -0.77 ; 0.04
0.8781728 ; 0.1262154 ; -8.394566E-05 ; -8.374298E-05 ; 2.735315E-06 ; 1174 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.1564508 ; 0.3083814 ; -0.4847773 ; 0.04
0.4300348 ; 0.4286572 ; -6.191499E-05 ; -8.046805E-05 ; 3.08166E-06 ; 1250 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; -0.41 ; -0.435 ; -1 ; 0.04
0.8323946 ; 0.7019849 ; -3.974632E-05 ; -0.0001014227 ; 2.839093E-06 ; 1250 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.01106974 ; 0.2846221 ; -0.4781921 ; 0.04
0.9285229 ; 0.9345875 ; 3.834505E-08 ; -0.0001116019 ; 3.224433E-06 ; 1130 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.02499996 ; 0.27 ; -1 ; 0.04
0.8445944 ; 0.740122 ; 1.058028E-05 ; -0.0001116651 ; 2.803366E-06 ; 1130 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; 0.0005091925 ; 0.3824603 ; -0.480385 ; 0.04
0.9268796 ; 0.9281776 ; 6.019296E-05 ; -0.0001230597 ; 3.189313E-06 ; 1104 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; 0.03499996 ; 0.3399999 ; -0.995 ; 0.04
0.805703 ; 0.7623489 ; 6.134606E-05 ; -0.0001246976 ; 2.808831E-06 ; 1104 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; 0.1141467 ; 0.2527509 ; -0.4941444 ; 0.04
0.7568583 ; 0.7595235 ; 0.0001427214 ; -0.000102103 ; 2.584352E-06 ; 1213 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.4 ; 0.02999996 ; -0.33 ; 0.04
0.8308563 ; 0.7741438 ; 0.0001303329 ; -0.0001224548 ; 2.714925E-06 ; 1213 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.25 ; 1 ; -0.2105694 ; 0.07098313 ; -0.3961038 ; 0.04
0.9249349 ; 0.9206114 ; 0.0001222834 ; -6.112253E-05 ; 3.2509E-06 ; 1172 ; Integral ; 0 ; 0 ; 0.25 ; -0.125 ; 0 ; -0.13 ; 0.07499996 ; -1 ; 0.04
0.8263314 ; 0.6668893 ; 0.0001490722 ; -3.435746E-05 ; 2.682322E-06 ; 1172 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.125 ; 1 ; -0.3815071 ; 0.1898544 ; -0.3979065 ; 0.04
0.8051591 ; 0.807621 ; 6.214118E-05 ; -4.728303E-05 ; 2.480122E-06 ; 1058 ; Integral ; 0 ; 0 ; 0.125 ; -0.125 ; 0 ; 1 ; -0.325 ; -0.575 ; 0.04
0.7979233 ; 0.1426231 ; 6.15903E-05 ; -4.43486E-05 ; 2.437778E-06 ; 1058 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.125 ; 1 ; 0.4298826 ; -0.4460216 ; -0.4826517 ; 0.04
0.7057747 ; 0.7071743 ; 2.879327E-08 ; -5.518444E-05 ; 2.26269E-06 ; 1069 ; Integral ; 0 ; 0 ; 0 ; -0.125 ; 0 ; 0.03999997 ; -0.99 ; -0.465 ; 0.04
0.984581 ; 0.02961883 ; 1.157526E-05 ; -6.115808E-05 ; 2.067823E-06 ; 1069 ; Bayesiano ; 0 ; 0 ; 0 ; -0.125 ; 1 ; 0.01242949 ; -0.3228784 ; 0.1742619 ; 0.04
0.7734542 ; 0.7712325 ; -1.359662E-05 ; -1.362456E-05 ; 2.000759E-06 ; 1144 ; Integral ; 0 ; 0 ; -0.125 ; -0.125 ; 0 ; -0.205 ; 0.03999997 ; 0.01999996 ; 0.04
0.9839221 ; 0.4026451 ; -6.410119E-05 ; -6.141567E-05 ; 2.390983E-06 ; 1144 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.125 ; 1 ; -0.43929 ; -0.4292229 ; -0.2298801 ; 0.04
