Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.8103984 ; 0.04023529 ; -0.0001232165 ; -0.0001226924 ; 3.15355E-06 ; 1254 ; Integral ; 0 ; 0 ; -0.25 ; -0.25 ; 0 ; -0.44 ; -0.12 ; -1 ; 0.07
0.8972872 ; 0.7648535 ; -0.000113571 ; -0.0001134497 ; 2.815577E-06 ; 1254 ; Bayesiano ; 0 ; 0 ; -0.25 ; -0.25 ; 1 ; 0.1790804 ; 0.3253576 ; -0.4981483 ; 0.07
0.301057 ; 0.3023549 ; -8.204384E-05 ; -0.0001437916 ; 2.727848E-06 ; 1024 ; Integral ; 0 ; 0 ; -0.125 ; -0.25 ; 0 ; 0.38 ; -0.205 ; -0.475 ; 0.07
0.8988675 ; 0.6367092 ; 7.593309E-06 ; -0.0001222647 ; 2.771151E-06 ; 1024 ; Bayesiano ; 0 ; 0 ; -0.125 ; -0.25 ; 1 ; -0.00382381 ; 0.3039495 ; -0.4717033 ; 0.07
0.3943371 ; 0.3941662 ; 2.245443E-07 ; -8.816236E-05 ; 2.624327E-06 ; 1255 ; Integral ; 0 ; 0 ; 0 ; -0.25 ; 0 ; 0.475 ; -0.93 ; -0.36 ; 0.07
0.9571769 ; 0.7739373 ; 2.18589E-05 ; -0.0001223196 ; 2.654926E-06 ; 1255 ; Bayesiano ; 0 ; 0 ; 0 ; -0.25 ; 1 ; -0.007295361 ; 0.3691254 ; -0.3002346 ; 0.07
0.03238717 ; 0.03016545 ; 6.13346E-05 ; -6.534576E-05 ; 2.093145E-06 ; 1184 ; Integral ; 0 ; 0 ; 0.125 ; -0.25 ; 0 ; -0.135 ; 0.05499996 ; 0.2749999 ; 0.07
0.8758545 ; 0.4752358 ; 6.116448E-05 ; -0.0001348643 ; 2.741652E-06 ; 1184 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.25 ; 1 ; -0.1121742 ; 0.2779894 ; -0.4541676 ; 0.07
0.8253154 ; 0.8279805 ; 0.0001303626 ; -0.0001142828 ; 2.85779E-06 ; 1149 ; Integral ; 0 ; 0 ; 0.25 ; -0.25 ; 0 ; -0.285 ; 0.09499997 ; -0.665 ; 0.07
0.9479743 ; 0.1195791 ; 0.0001612311 ; -0.000122382 ; 2.561002E-06 ; 1149 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.25 ; 1 ; -0.2449505 ; 0.1920257 ; -0.4478625 ; 0.07
0.7927703 ; 0.7981746 ; 0.0001218939 ; -6.106459E-05 ; 3.225083E-06 ; 1220 ; Integral ; 0 ; 0 ; 0.25 ; -0.125 ; 0 ; -0.3800001 ; 0.12 ; -0.97 ; 0.07
0.9898891 ; 0.6736299 ; 0.0001224277 ; -9.004674E-06 ; 2.786555E-06 ; 1220 ; Bayesiano ; 0 ; 0 ; 0.25 ; -0.125 ; 1 ; -0.1251153 ; 0.05834325 ; -0.4592324 ; 0.07
0.002004573 ; -0.0002171441 ; 6.982029E-05 ; -5.231678E-05 ; 2.635761E-06 ; 1246 ; Integral ; 0 ; 0 ; 0.125 ; -0.125 ; 0 ; -0.59 ; -0.24 ; -0.59 ; 0.07
0.8156922 ; 0.0130535 ; 5.917879E-05 ; 1.345048E-05 ; 2.365956E-06 ; 1246 ; Bayesiano ; 0 ; 0 ; 0.125 ; -0.125 ; 1 ; 0.4323067 ; -0.3955466 ; -0.37687 ; 0.07
0.7164841 ; 0.7196296 ; 6.193717E-09 ; -5.46952E-05 ; 2.279634E-06 ; 1011 ; Integral ; 0 ; 0 ; 0 ; -0.125 ; 0 ; 0.004999979 ; -0.99 ; -0.5000001 ; 0.07
0.990952 ; 0.005495975 ; 6.11525E-05 ; -3.414189E-07 ; 2.303342E-06 ; 1011 ; Bayesiano ; 0 ; 0 ; 0 ; -0.125 ; 1 ; 0.1081333 ; -0.287741 ; -0.2314548 ; 0.07
0.3547853 ; 0.3548177 ; 1.73015E-05 ; -2.239669E-05 ; 2.002382E-06 ; 1061 ; Integral ; 0 ; 0 ; -0.125 ; -0.125 ; 0 ; 0.2149999 ; 0.09499995 ; -0.09000001 ; 0.07
