Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Indica cuanta fue la distancia que se desplazó desdee que inició el algoritmo hasta que terminó. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.001996018 ; -0.001592909 ; -9.754785E-05 ; -9.783427E-05 ; 3.731943E-06 ; 513 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00208242925781982 ; 0 ; 0.06499997 ; -0.21 ; -0.64 ; 0.095
0.2598139 ; 0.0003701389 ; -9.380686E-05 ; -9.956006E-05 ; 2.976294E-06 ; 513 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0233761667889711 ; 2 ; 0.08451158 ; 0.1321455 ; 0.1323364 ; 0.095
0.5385127 ; -0.0006967261 ; -9.692879E-05 ; -8.024498E-05 ; 3.074463E-06 ; 513 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 5 ; 0.5583504 ; 0.6741114 ; -0.7548802 ; 0.095
0.008292214 ; 0.0005241574 ; -4.972287E-05 ; -9.769818E-05 ; 2.235441E-06 ; 477 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0642318335303032 ; 0 ; -0.26 ; 0.4899999 ; 0.09999996 ; 0.095
0.4188114 ; 0.004130763 ; -4.786233E-05 ; -9.952168E-05 ; 2.254639E-06 ; 477 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0257522042091336 ; 2 ; 0.1043669 ; -0.09398855 ; 0.06354485 ; 0.095
0.4308822 ; 0.001048452 ; -5.481568E-05 ; -0.0001067873 ; 2.278032E-06 ; 477 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0 ; 5 ; -0.645723 ; 0.9612704 ; 0.1093219 ; 0.095
0.001879913 ; -0.000563344 ; -3.239738E-08 ; -9.95462E-05 ; 2.13051E-06 ; 525 ; Integral ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0606314459869667 ; 0 ; 0.5049999 ; 0.235 ; 0.03999996 ; 0.095
0.6708286 ; 0.4408352 ; 6.28109E-09 ; -2.840219E-05 ; 2.568697E-06 ; 525 ; RandomSearch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0430061293193809 ; 2 ; 0.06648466 ; -0.07229615 ; -0.05444184 ; 0.095
0.6114804 ; 0.4180688 ; 1.079326E-07 ; -3.219268E-05 ; 2.537441E-06 ; 525 ; BigBung_BigCrunch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0 ; 5 ; -0.4217667 ; -0.6707087 ; 0.02221938 ; 0.095
0.1513735 ; 0.1538354 ; 0.0001094496 ; -3.620751E-05 ; 2.388955E-06 ; 456 ; Integral ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0618802540331413 ; 0 ; 0.04999997 ; 0.315 ; 0.41 ; 0.095
0.4402705 ; -0.001895569 ; 0.0001333254 ; -8.040608E-05 ; 2.384569E-06 ; 456 ; RandomSearch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0263353274066351 ; 2 ; 0.008297864 ; 0.0804194 ; 0.1193952 ; 0.095
0.7307714 ; -0.0001761942 ; 7.398669E-05 ; -7.455707E-05 ; 2.850418E-06 ; 456 ; BigBung_BigCrunch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0 ; 5 ; -0.01421159 ; 0.5082188 ; -0.9311308 ; 0.095
0.004133211 ; 0.003529664 ; 0.0001148183 ; -8.06898E-05 ; 2.750735E-06 ; 497 ; Integral ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.050274791336411 ; 0 ; 0.4599999 ; -0.415 ; -0.3 ; 0.095
0.08831195 ; -0.0006716287 ; 7.009009E-05 ; -9.952088E-05 ; 2.432978E-06 ; 494 ; RandomSearch ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.0235399872978267 ; 2 ; -0.05014972 ; 0.06321 ; -0.1012912 ; 0.095
0.6463949 ; 0.001716283 ; 0.0001060223 ; -9.607432E-05 ; 3.170238E-06 ; 498 ; BigBung_BigCrunch ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0 ; 5 ; 0.9564108 ; 0.9913549 ; -0.967743 ; 0.095
0.8340237 ; 0.8343332 ; 0.0001193729 ; -2.991785E-05 ; 2.692235E-06 ; 501 ; Integral ; 0 ; 0 ; 0.200000005960464 ; -0.0999999985098839 ; 0.0669438234694979 ; 0 ; 0.125 ; 0.135 ; -0.535 ; 0.095
0.05916968 ; 0.0004987803 ; 0.0001071954 ; -7.081214E-05 ; 2.741503E-06 ; 501 ; RandomSearch ; 0 ; 0 ; 0.200000005960464 ; -0.0999999985098839 ; 0.0375027352970482 ; 2 ; -0.1291461 ; -0.1366824 ; -0.08081084 ; 0.095
0.3998596 ; 0.3884617 ; 9.756458E-05 ; -2.709534E-05 ; 2.97529E-06 ; 501 ; BigBung_BigCrunch ; 0 ; 0 ; 0.200000005960464 ; -0.0999999985098839 ; 0 ; 5 ; -0.9051963 ; -0.6807027 ; -0.08293213 ; 0.095
0.001931555 ; 0.00117868 ; 5.640338E-05 ; -4.079162E-05 ; 2.751944E-06 ; 464 ; Integral ; 0 ; 0 ; 0.100000004470348 ; -0.0999999985098839 ; 0.0616797399718399 ; 0 ; -0.355 ; 0.5699999 ; -0.295 ; 0.095
0.09705157 ; 0.0571688 ; 3.810709E-05 ; -3.338075E-05 ; 2.628923E-06 ; 464 ; RandomSearch ; 0 ; 0 ; 0.100000004470348 ; -0.0999999985098839 ; 0.021541938015886 ; 2 ; 0.1153593 ; -0.141842 ; 0.1178614 ; 0.095
0.3246951 ; 0.001618834 ; 0.0001279931 ; -4.861467E-05 ; 2.021515E-06 ; 465 ; BigBung_BigCrunch ; 0 ; 0 ; 0.100000004470348 ; -0.0999999985098839 ; 0 ; 5 ; -0.9964971 ; 0.5890368 ; 0.7927278 ; 0.095
0.001960855 ; 0.0002622068 ; -7.773034E-08 ; 2.934629E-05 ; 3.002931E-06 ; 604 ; Integral ; 0 ; 0 ; 2.9802322276673E-09 ; -0.0999999985098839 ; 0.0582105262819778 ; 0 ; 0.15 ; -0.62 ; 0.165 ; 0.095
0.4118294 ; -0.001272209 ; 9.053027E-05 ; 0.0001059004 ; 2.274939E-06 ; 602 ; RandomSearch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.0999999985098839 ; 0.042477523543336 ; 2 ; 0.1043669 ; -0.09398855 ; 0.06354485 ; 0.095
0.9589996 ; 0.001310134 ; 9.02824E-05 ; -4.992506E-05 ; 2.711755E-06 ; 603 ; BigBung_BigCrunch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.0999999985098839 ; 0 ; 5 ; -0.5043768 ; -0.3980084 ; -0.4292181 ; 0.095
0.001942663 ; 0.0008871628 ; -4.983762E-05 ; 2.547522E-05 ; 2.863306E-06 ; 527 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.0999999985098839 ; 0.0651808592687197 ; 0 ; -0.295 ; -0.08000002 ; -0.15 ; 0.095
0.386916 ; 0.001258009 ; 3.004675E-05 ; 3.004675E-05 ; 2.247136E-06 ; 527 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.0999999985098839 ; 0.0355064392768278 ; 2 ; -0.1358103 ; -0.1356294 ; -0.07949422 ; 0.095
0.4400732 ; 0.2696877 ; -2.390136E-05 ; -2.083577E-05 ; 3.641282E-06 ; 528 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; -0.0999999985098839 ; 0 ; 5 ; -0.2131876 ; 0.9873629 ; -0.6412697 ; 0.095
0.001960331 ; -0.0009022658 ; 4.214547E-05 ; 9.020385E-05 ; 2.217589E-06 ; 486 ; Integral ; 0 ; 0 ; -0.2 ; -0.0999999985098839 ; 0.0624127672441812 ; 0 ; 0.315 ; -0.345 ; -0.09500004 ; 0.095
0.3412097 ; -0.001515333 ; -9.352736E-05 ; -3.228285E-05 ; 2.19273E-06 ; 485 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.0999999985098839 ; 0.0242119577748174 ; 2 ; -0.02389015 ; 0.0619747 ; 0.03853909 ; 0.095
0.4768649 ; 0.0009576749 ; -2.906845E-05 ; 2.067449E-05 ; 3.025277E-06 ; 486 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.0999999985098839 ; 0 ; 5 ; 0.3199837 ; 0.04780539 ; -0.05249898 ; 0.095
0.002611144 ; -0.0004308 ; -9.759574E-05 ; -1.206081E-07 ; 2.460611E-06 ; 502 ; Integral ; 0 ; 0 ; -0.2 ; 2.9802322276673E-09 ; 0.0563755783534873 ; 0 ; 0.07999998 ; -0.46 ; -0.16 ; 0.095
0.5624441 ; 0.001583107 ; -9.952377E-05 ; 7.391958E-05 ; 2.842133E-06 ; 501 ; RandomSearch ; 0 ; 0 ; -0.2 ; 2.9802322276673E-09 ; 0.0240495775581244 ; 2 ; -0.1172833 ; 0.1214142 ; 0.03765384 ; 0.095
0.4167997 ; 0.3752752 ; -3.532771E-05 ; -1.241163E-06 ; 3.766323E-06 ; 501 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; 2.9802322276673E-09 ; 0 ; 5 ; -0.2742846 ; -0.8664169 ; -0.875586 ; 0.095
0.001965624 ; 0.0008813103 ; -4.953623E-05 ; 3.060087E-05 ; 3.017704E-06 ; 536 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; 2.9802322276673E-09 ; 0.0561787283786262 ; 0 ; 0.385 ; -0.37 ; -0.43 ; 0.095
0.07229727 ; 0.0001769753 ; -1.643357E-09 ; 2.897446E-05 ; 3.252318E-06 ; 536 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; 2.9802322276673E-09 ; 0.0238562934806437 ; 2 ; 0.08553412 ; 0.04263195 ; 0.0426485 ; 0.095
0.4575703 ; 0.4597169 ; -4.984597E-05 ; -1.608359E-05 ; 2.611413E-06 ; 537 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; 2.9802322276673E-09 ; 0 ; 5 ; 0.100784 ; 0.9387522 ; 0.485889 ; 0.095
