Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Indica cuanta fue la distancia que se desplazó desdee que inició el algoritmo hasta que terminó. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.04191865 ; 0.04157637 ; -4.185044E-05 ; -0.0001058558 ; 2.485843E-06 ; 486 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00188723012705099 ; 0 ; 0.16 ; -0.265 ; -0.38 ; 0.04
0.804768 ; 0.0001537001 ; -5.922121E-05 ; -5.922008E-05 ; 3.250655E-06 ; 486 ; Bayesiano ; 0 ; 0 ; -0.2 ; -0.2 ; 0.016391490745549 ; 1 ; 0.03287881 ; -0.05300606 ; -0.06899585 ; 0.04
0.1286232 ; 0.001357471 ; -9.952826E-05 ; -9.761757E-05 ; 3.144887E-06 ; 159 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00567269355963239 ; 4 ; -0.0314718 ; 0.002984184 ; 0.05742151 ; 0.04
0.1333269 ; -0.001686397 ; -9.758222E-05 ; -8.348349E-05 ; 2.56156E-06 ; 490 ; ParticleSwarm ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00775061011342505 ; 3 ; -0.15 ; -0.15 ; 0.1414812 ; 0.04
0.1596253 ; -3.674793E-05 ; -5.741002E-05 ; -9.765023E-05 ; 2.202762E-06 ; 486 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0212044207226308 ; 2 ; -0.05220752 ; 0.1497174 ; 0.1342695 ; 0.04
0.4210081 ; 0.001250859 ; -9.388447E-05 ; -9.518357E-05 ; 3.224427E-06 ; 486 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 5 ; -0.375888 ; 0.5547379 ; -0.4115247 ; 0.04
0.1439872 ; 0.0008986612 ; -6.038249E-05 ; -6.287009E-05 ; 2.432992E-06 ; 486 ; Fireworks ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 6 ; -0.1296337 ; 0.4840617 ; 0.7620427 ; 0.04
0.002165154 ; 0.001997703 ; -4.784974E-05 ; -9.761806E-05 ; 2.283117E-06 ; 495 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.121363713686387 ; 0 ; -0.285 ; 0.135 ; 0.004999969 ; 0.04
0.3952059 ; 0.0004915486 ; -4.975655E-05 ; -9.841498E-05 ; 2.282208E-06 ; 495 ; Bayesiano ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0233288946689343 ; 1 ; 0.1025428 ; 0.0465203 ; -0.05530938 ; 0.04
0.250093 ; -0.001201066 ; -4.786883E-05 ; -9.7624E-05 ; 2.244682E-06 ; 231 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00264864139545181 ; 4 ; 0.1295206 ; 0.04874106 ; 0.08082452 ; 0.04
0.3578956 ; 0.3521981 ; -4.666908E-05 ; -9.765414E-05 ; 2.326211E-06 ; 500 ; ParticleSwarm ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00918727406840692 ; 3 ; 0.1360389 ; -0.15 ; -0.15 ; 0.04
0.4002845 ; 0.001337726 ; -8.037473E-05 ; -5.848425E-05 ; 2.341784E-06 ; 494 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0232768087579194 ; 2 ; -0.08747354 ; 0.1341705 ; 0.1148835 ; 0.04
