Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Indica cuanta fue la distancia que se desplazó desdee que inició el algoritmo hasta que terminó. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.03451336 ; 0.0003279543 ; -9.936534E-05 ; -9.765619E-05 ; 3.526544E-06 ; 493 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00214291146516368 ; 0 ; 0.25 ; -0.06000003 ; -0.405 ; 0.095
0.7638538 ; -0.0002221698 ; -4.330482E-05 ; -4.137063E-05 ; 3.378504E-06 ; 493 ; Bayesiano ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0314120941197263 ; 1 ; 0.06216772 ; -0.0590669 ; 0.0365813 ; 0.095
0.4390571 ; 0.08746599 ; 7.492444E-05 ; -9.75822E-05 ; 2.494193E-06 ; 173 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0206916162336836 ; 4 ; 0.0716769 ; 0.15 ; -0.1386945 ; 0.095
0.5542908 ; 0.0004250701 ; -9.764088E-05 ; -2.331719E-05 ; 2.225946E-06 ; 490 ; ParticleSwarm ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0484219715561206 ; 3 ; -0.09581301 ; -0.101653 ; -0.15 ; 0.095
0.07573183 ; -0.0006140858 ; -9.952462E-05 ; -5.977252E-05 ; 2.118106E-06 ; 493 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0284847046109002 ; 2 ; -0.05481974 ; 0.02677909 ; 0.07546895 ; 0.095
0.1002899 ; -0.0001887405 ; -9.805637E-05 ; -9.785767E-05 ; 2.936754E-06 ; 492 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 5 ; 0.8647191 ; 0.4746029 ; 0.2326048 ; 0.095
0.3960877 ; -0.0001449661 ; -9.956515E-05 ; -9.749306E-05 ; 3.257006E-06 ; 492 ; Fireworks ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 6 ; -0.2652226 ; 0.9737048 ; -0.07714033 ; 0.095
0.001982397 ; -0.001116404 ; -4.763912E-05 ; -9.747472E-05 ; 2.106737E-06 ; 537 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.108763635334014 ; 0 ; -0.31 ; -0.21 ; 0.42 ; 0.095
0.5317732 ; -0.001482953 ; -4.783312E-05 ; -4.693068E-05 ; 3.426603E-06 ; 537 ; Bayesiano ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0350267952305935 ; 1 ; -0.1456615 ; 0.04975189 ; 0.07982681 ; 0.095
