Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Indica cuanta fue la distancia que se desplazó desdee que inició el algoritmo hasta que terminó. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.001978796 ; -0.000269552 ; -9.75302E-05 ; -9.783696E-05 ; 2.760903E-06 ; 512 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0018160467291135 ; 0 ; -0.1 ; 0.245 ; 0.545 ; 0.02
0.7332163 ; 0.001024279 ; -8.92121E-05 ; -9.760814E-05 ; 2.791711E-06 ; 512 ; Bayesiano ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0149093432765323 ; 1 ; -0.02365399 ; -0.1273077 ; 0.04238112 ; 0.02
0.009064089 ; 0.001131726 ; -8.730906E-05 ; -9.955358E-05 ; 2.833108E-06 ; 174 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00205601578195929 ; 4 ; 0.07414353 ; 0.1101359 ; 0.1233766 ; 0.02
0.02288446 ; 0.01308201 ; -8.096948E-05 ; -8.095701E-05 ; 2.256413E-06 ; 510 ; ParticleSwarm ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0214432481159122 ; 3 ; 0.05787828 ; 0.1393585 ; -0.09825741 ; 0.02
0.0241756 ; -0.0017774 ; -0.0001319096 ; -0.0001089274 ; 2.558097E-06 ; 512 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.024859085378586 ; 2 ; 0.09921894 ; 0.1116688 ; -0.1335581 ; 0.02
0.3388426 ; -0.0001376576 ; -0.0001091794 ; -9.779931E-05 ; 3.530207E-06 ; 513 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 5 ; -0.5400851 ; -0.4263704 ; -0.26057 ; 0.02
0.9388051 ; 0.0008364532 ; -9.907022E-05 ; -7.441873E-05 ; 3.01822E-06 ; 510 ; Fireworks ; 0 ; 0 ; -0.2 ; -0.2 ; 0 ; 6 ; 0.3355238 ; 0.1869915 ; -0.8906402 ; 0.02
0.002175218 ; 0.001708413 ; -4.977729E-05 ; -9.761951E-05 ; 2.260811E-06 ; 543 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.116767167067098 ; 0 ; -0.61 ; -0.12 ; -0.01000004 ; 0.02
0.4043423 ; 0.002254921 ; -3.903333E-05 ; -8.879896E-05 ; 2.341427E-06 ; 543 ; Bayesiano ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0158219667363703 ; 1 ; -0.072307 ; -0.148202 ; -0.000492914 ; 0.02
0.413442 ; -0.0005567795 ; -5.450359E-05 ; -0.0001023446 ; 2.298244E-06 ; 178 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00187792729924909 ; 4 ; 0.15 ; 0.04920171 ; 0.06619476 ; 0.02
0.3396543 ; 0.001502984 ; -4.980163E-05 ; -9.758025E-05 ; 2.331248E-06 ; 540 ; ParticleSwarm ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0126009153086434 ; 3 ; -0.15 ; 0.15 ; -0.15 ; 0.02
0.4266616 ; 0.0004297063 ; -4.973932E-05 ; -9.392199E-05 ; 2.210273E-06 ; 543 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0268241774909401 ; 2 ; -0.1232309 ; 0.08931644 ; 0.130367 ; 0.02
0.6371773 ; -0.001110289 ; -4.091658E-05 ; -9.739753E-05 ; 2.02885E-06 ; 543 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0 ; 5 ; 0.7569863 ; -0.1857818 ; 0.7337682 ; 0.02
0.8287141 ; 0.03943045 ; -3.893597E-05 ; -8.927046E-05 ; 2.986789E-06 ; 540 ; Fireworks ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0 ; 6 ; -0.5345891 ; 0.3283438 ; -0.9729291 ; 0.02
0.007305824 ; 0.005830084 ; -3.229308E-06 ; -6.87149E-05 ; 2.226762E-06 ; 503 ; Integral ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.128760600828264 ; 0 ; -0.02500004 ; -0.38 ; -0.43 ; 0.02
0.3733386 ; 0.001186443 ; 1.843835E-08 ; -8.205676E-05 ; 2.14589E-06 ; 503 ; Bayesiano ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.013305175304316 ; 1 ; -0.08121419 ; -0.03894173 ; 0.1427695 ; 0.02
0.4708934 ; -0.001903435 ; 1.747986E-05 ; -8.20375E-05 ; 2.810388E-06 ; 199 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.00369559319821748 ; 4 ; 0.06665481 ; 0.147688 ; -0.1447019 ; 0.02
0.7654419 ; 1.015459E-05 ; -3.599726E-08 ; -9.758025E-05 ; 2.189425E-06 ; 500 ; ParticleSwarm ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0248361402657985 ; 3 ; -0.15 ; 0.15 ; -0.15 ; 0.02
0.6158907 ; 0.001077007 ; 7.647277E-06 ; -9.761031E-05 ; 2.271404E-06 ; 503 ; RandomSearch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0259577914902599 ; 2 ; -0.1166904 ; 0.0918007 ; -0.04564003 ; 0.02
0.7223988 ; 0.7414001 ; 3.967838E-06 ; -9.539856E-05 ; 2.802208E-06 ; 504 ; BigBung_BigCrunch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0 ; 5 ; 0.1960742 ; -0.9270599 ; -0.9591786 ; 0.02
0.8518131 ; -0.0003898561 ; 5.026196E-07 ; -9.829117E-05 ; 2.426565E-06 ; 504 ; Fireworks ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0 ; 6 ; 0.5413212 ; -0.7210517 ; -0.5687437 ; 0.02
0.00754162 ; 0.004780084 ; 4.981655E-05 ; -9.754098E-05 ; 2.196198E-06 ; 538 ; Integral ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.117784562140818 ; 0 ; -0.02000004 ; 0.01499998 ; -0.365 ; 0.02
0.7398779 ; 0.00147488 ; 4.218115E-05 ; -9.951107E-05 ; 2.198522E-06 ; 538 ; Bayesiano ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0180557011173197 ; 1 ; -0.06851811 ; -0.1171888 ; 0.1051339 ; 0.02
0.1220344 ; -0.0006088207 ; 6.560412E-05 ; -8.177937E-05 ; 2.099554E-06 ; 212 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0034276579724294 ; 4 ; 0.01795293 ; 0.02640798 ; 0.03703054 ; 0.02
0.4838686 ; -0.001883496 ; 6.115712E-05 ; -8.628347E-05 ; 2.040751E-06 ; 540 ; ParticleSwarm ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.019965800150915 ; 3 ; -0.1300583 ; 0.1098432 ; 0.15 ; 0.02
0.07089414 ; 0.04800429 ; 4.97746E-05 ; -9.951989E-05 ; 2.069604E-06 ; 538 ; RandomSearch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0232474605754366 ; 2 ; -0.1171634 ; -0.1484789 ; 0.04586072 ; 0.02
0.4262277 ; 0.001512234 ; 5.594901E-05 ; -9.12231E-05 ; 2.172102E-06 ; 537 ; BigBung_BigCrunch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0 ; 5 ; 0.4065247 ; 0.82458 ; -0.3100453 ; 0.02
0.6287588 ; 0.0005358917 ; 5.068085E-05 ; -9.053538E-05 ; 2.45038E-06 ; 540 ; Fireworks ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0 ; 6 ; 0.7409052 ; 0.904723 ; -0.7551463 ; 0.02
0.001989813 ; -0.001658344 ; 9.76527E-05 ; -8.23529E-05 ; 2.655826E-06 ; 539 ; Integral ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.127586508178469 ; 0 ; 0.12 ; -0.585 ; -0.21 ; 0.02
0.4390305 ; 0.002311957 ; 9.762991E-05 ; -9.343777E-05 ; 2.459155E-06 ; 539 ; Bayesiano ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.0145427548005292 ; 1 ; 0.06854628 ; 0.007740156 ; -0.1188657 ; 0.02
0.00503808 ; -0.001074866 ; 9.76333E-05 ; -9.149648E-05 ; 2.4784E-06 ; 156 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.00128345646183514 ; 4 ; 0.06760748 ; 0.1224113 ; -0.1468755 ; 0.02
0.03598608 ; -0.0005291064 ; 9.887481E-05 ; -9.765317E-05 ; 2.372993E-06 ; 540 ; ParticleSwarm ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.0137220566803791 ; 3 ; 0.1491605 ; -0.15 ; -0.1434055 ; 0.02
0.4395574 ; 0.4308802 ; 0.0001258286 ; -0.0001057745 ; 2.664584E-06 ; 539 ; RandomSearch ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0.0258528915689883 ; 2 ; 0.07577583 ; 0.03930266 ; -0.09811311 ; 0.02
0.5125608 ; 0.1846294 ; 9.626458E-05 ; -0.0001028957 ; 2.83549E-06 ; 540 ; BigBung_BigCrunch ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0 ; 5 ; -0.9552286 ; 0.678457 ; -0.8530605 ; 0.02
0.4052136 ; -0.00118363 ; 9.758399E-05 ; -9.736543E-05 ; 2.213664E-06 ; 540 ; Fireworks ; 0 ; 0 ; 0.200000005960464 ; -0.2 ; 0 ; 6 ; 0.1205975 ; -0.9192355 ; 0.166121 ; 0.02
0.001963583 ; 0.001664509 ; 8.91557E-05 ; -5.829535E-05 ; 2.739994E-06 ; 510 ; Integral ; 0 ; 0 ; 0.200000005960464 ; -0.0999999985098839 ; 0.128663668079072 ; 0 ; -0.2 ; -0.295 ; -0.44 ; 0.02
