"Instant0","-0.25","-0.25","Alineacion_Correcta","9","0.0488888888888889","0.0133333333333333","12","0.04","-2.31296463463574E-18","0.205458000302315","False","False","274981934.485082","2023-09-18-15-52-14-0486","0.135479852557182","18","Iterations_Stop","True","0.132585451006889","6","Iterations_Stop","0.12661574780941","False","False","274982160.894344","2023-09-18-15-56-00-0894","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274982160.896289","2023-09-18-15-56-00-0896","0.0754444673657417","False","False","2.00418612156874","-0.25","False","False","-375","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274982160.902314","2023-09-18-15-56-00-0902","0.0754444673657417","False","False","2.00418612156874","274982160.902314","2023-09-18-15-56-00-0902","0.0266666878014803","False","False","0.708401920857112","274982160.904283","2023-09-18-15-56-00-0904","0","False","False","274982160.904283","2023-09-18-15-56-00-0904","0","False","False","274982160.905281","2023-09-18-15-56-00-0905","-0.17673747241497","False","False","274982160.906282","2023-09-18-15-56-00-0906","0.280125021934509","False","False","-0.118999995291233","False","False","-0.037766695022583","False","False","9.05034065246582","83","Iterations_Stop","-0.25000025544846","False","False","1.81595496542286E-05","2.0625","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274982215.540748","2023-09-18-15-56-55-0540","2.0315625","274982318.15778","2023-09-18-15-58-38-0158","0.020293","146470","-0.0049837","0.00067385","0.097549","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.009345534","0.006976653","0.006218144","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274982420.57809","2023-09-18-16-00-20-0578","0.021732","156860","-0.005543","0.00081453","0.069716","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006787905","0.004950221","0.004644456","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274982523.153811","2023-09-18-16-02-03-0153","0.023401","168910","-0.0055735","0.00091244","0.045305","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.004714506","0.003324238","0.003343054","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00498900003731251","False","False","274982523.236575","2023-09-18-16-02-03-0236","0.193006053566933","False","False","274982523.3117","2023-09-18-16-02-03-0311"
"","-0.125","-0.25","Alineacion_Correcta","7","-0.00571428571428572","0.0171428571428571","13","0.0276923076923077","-0.00923076923076923","0.205458000302315","False","False","274982536.758718","2023-09-18-16-02-16-0758","0.139791294932365","18","Iterations_Stop","True","0.135841652750969","4","Iterations_Stop","0.138223499059677","False","False","274982751.196199","2023-09-18-16-05-51-0196","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274982751.197191","2023-09-18-16-05-51-0197","-0.0060109687037766","False","False","-0.159681690042171","-0.25","False","False","-375","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274982751.199187","2023-09-18-16-05-51-0199","-0.0060109687037766","False","False","-0.159681690042171","274982751.200189","2023-09-18-16-05-51-0200","0.00295606441795826","False","False","0.0785280019569115","274982751.201188","2023-09-18-16-05-51-0201","0","False","False","274982751.201188","2023-09-18-16-05-51-0201","0","False","False","274982751.202187","2023-09-18-16-05-51-0202","-0.132648602128029","False","False","274982751.202187","2023-09-18-16-05-51-0203","0.256118029356003","False","False","-0.15773332118988","False","False","-0.0417666956782341","False","False","5.20325994491577","83","Iterations_Stop","-0.270000166892994","False","False","1.70411003637128E-05","2.05550003051758","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274982809.437208","2023-09-18-16-06-49-0437","2.02466753005982","274982861.948418","2023-09-18-16-07-41-0948","0.023759","171490","-0.0045791","0.0006748","0.096706","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.009635016","0.007449696","0.006110284","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274982914.529638","2023-09-18-16-08-34-0529","0.023237","167720","-0.0046054","0.00064708","0.1","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.009532491","0.007097546","0.006363428","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274982967.087941","2023-09-18-16-09-27-0087","0.024006","173270","-0.004702","0.00069402","0.095659","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.009636422","0.007571239","0.005961288","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00423524994403124","False","False","274982967.174559","2023-09-18-16-09-27-0174","0.193036198616028","False","False","274982967.249333","2023-09-18-16-09-27-0249",""
"","0","-0.25","Alineacion_Correcta","10","-0.056","0.016","12","-0.0533333333333333","0.0266666666666667","0.20575949549675","False","False","274982979.733633","2023-09-18-16-09-39-0733","0.0449393913149834","18","Iterations_Stop","True","0.0451806075870991","12","Iterations_Stop","0.026005195453763","False","False","274983316.27192","2023-09-18-16-15-16-0271","-0.0122123346169089","False","False","2.00187223526882E-05","3.12225222587585","274983316.272865","2023-09-18-16-15-16-0272","-0.0696666315197945","False","False","-1.85069761777942","-0.25","False","False","-375","0","False","False","-0.0122123346169089","False","False","2.00187223526882E-05","3.12225222587585","274983316.274862","2023-09-18-16-15-16-0274","-0.0696666315197945","False","False","-1.85069761777942","274983316.275861","2023-09-18-16-15-16-0275","-0.00866663549095392","False","False","-0.230229613623758","274983316.276861","2023-09-18-16-15-16-0276","0","False","False","274983316.276861","2023-09-18-16-15-16-0276","0","False","False","274983316.27786","2023-09-18-16-15-16-0277","-0.0705374628305435","False","False","274983316.27886","2023-09-18-16-15-16-0278","0.244350031018257","False","False","-0.193033322691917","False","False","-0.0436666943132877","False","False","8.74819946289063","83","Iterations_Stop","-0.260000211170727","False","False","1.76003250089707E-05","2.05900001525879","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274983374.63726","2023-09-18-16-16-14-0637","2.02811501502991","274983427.210712","2023-09-18-16-17-07-0210","0.02004","144640","-0.0068784","0.0010089","0.070107","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.007080965","0.005355213","0.004632683","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274983479.854059","2023-09-18-16-17-59-0854","0.019537","141020","-0.0073212","0.0010619","0.067076","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006718539","0.004830428","0.004669661","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274983532.380133","2023-09-18-16-18-52-0380","0.019535","141010","-0.0071409","0.0010026","0.070124","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006930462","0.00489806","0.004903092","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00483825011178851","False","False","274983532.466409","2023-09-18-16-18-52-0466","0.192734703421593","False","False","274983532.544619","2023-09-18-16-18-52-0544",""
"","0.125","-0.25","Alineacion_Correcta","8","-0.12","-5.20417042793042E-18","12","-0.106666666666667","0.04","0.205458000302315","False","False","274983545.491197","2023-09-18-16-19-05-0491","0.11238494515419","18","Iterations_Stop","True","0.125922307372093","6","Iterations_Stop","0.0662253051996231","False","False","274983769.988116","2023-09-18-16-22-49-0988","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274983769.988116","2023-09-18-16-22-49-0988","-0.0923333242535591","False","False","-2.45283946575146","-0.25","False","False","-375","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274983769.989078","2023-09-18-16-22-49-0989","-0.0923333242535591","False","False","-2.45283946575146","274983769.989078","2023-09-18-16-22-49-0989","-0.0129999816417694","False","False","-0.345345175024902","274983769.989078","2023-09-18-16-22-49-0989","0","False","False","274983769.989078","2023-09-18-16-22-49-0989","0","False","False","274983769.989078","2023-09-18-16-22-49-0989","0.0330750085413456","False","False","274983769.989078","2023-09-18-16-22-49-0989","0.239962518215179","False","False","-0.220766663551331","False","False","-0.0444000288844109","False","False","7.13015985488892","83","Iterations_Stop","-0.230000344003926","False","False","1.92779989447445E-05","2.06949996948242","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274983828.62586","2023-09-18-16-23-48-0625","2.03845746994018","274983881.179464","2023-09-18-16-24-41-0179","0.022559","162830","-0.0044506","0.00073813","0.074576","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006837972","0.004554652","0.005100294","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274983933.790812","2023-09-18-16-25-33-0790","0.022655","163520","-0.0044626","0.00074582","0.065991","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006043673","0.003473042","0.004946106","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274983986.507675","2023-09-18-16-26-26-0507","0.023654","170740","-0.0046851","0.00082877","0.052086","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.005204764","0.00345645","0.003891339","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00462719611823559","False","False","274983986.594873","2023-09-18-16-26-26-0594","0.196412995457649","False","False","274983986.671219","2023-09-18-16-26-26-0671",""
"","0.25","-0.25","Alineacion_Correcta","6","-0.16","0.04","9","-0.146666666666667","0.0666666666666667","0.20575949549675","False","False","274983999.624642","2023-09-18-16-26-39-0624","0.149167954921722","18","Iterations_Stop","True","0.133399501442909","4","Iterations_Stop","0.136143147945404","False","False","274984218.870421","2023-09-18-16-30-18-0870","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274984218.871383","2023-09-18-16-30-18-0871","-0.161333322525024","False","False","-4.28582793730547","-0.25","False","False","-375","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274984218.873379","2023-09-18-16-30-18-0873","-0.161333322525024","False","False","-4.28582793730547","274984218.874379","2023-09-18-16-30-18-0874","0.0453333556652069","False","False","1.20428290424387","274984218.875378","2023-09-18-16-30-18-0875","0","False","False","274984218.875378","2023-09-18-16-30-18-0875","0","False","False","274984218.876377","2023-09-18-16-30-18-0876","0.0897750109434128","False","False","274984218.891368","2023-09-18-16-30-18-0891","0.299025028944016","False","False","-0.257166653871536","False","False","-0.0346000269055367","False","False","10.426700592041","83","Iterations_Stop","-0.260000211170727","False","False","1.76003250089707E-05","2.05900001525879","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274984277.902716","2023-09-18-16-31-17-0902","2.02811501502991","274984330.627172","2023-09-18-16-32-10-0627","0.020126","145270","-0.0049602","0.00073901","0.079972","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.007806635","0.005438852","0.005600217","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274984383.307673","2023-09-18-16-33-03-0307","0.020299","146520","-0.0049587","0.00076891","0.074355","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.0071043","0.004924042","0.005121024","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274984436.059811","2023-09-18-16-33-56-0059","0.02035","146880","-0.0050177","0.00076782","0.073264","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.006842839","0.004606714","0.005059904","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","0.192915603518486","False","False","274984436.261773","2023-09-18-16-33-56-0261","0.193217098712921","False","False","274984436.354192","2023-09-18-16-33-56-0354",""
"","0.25","-0.125","Alineacion_Correcta","5","-0.152","-0.024","8","-0.14","0.00999999999999999","0.205458000302315","False","False","274984449.507374","2023-09-18-16-34-09-0507","0.108405150473118","18","Iterations_Stop","True","0.136082842946053","6","Iterations_Stop","0.135781347751617","False","False","274984681.455236","2023-09-18-16-38-01-0455","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274984681.455236","2023-09-18-16-38-01-0455","-0.161999985575676","False","False","-4.30353787523109","-0.125","False","False","-187.5","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274984681.4572","2023-09-18-16-38-01-0457","-0.161999985575676","False","False","-4.30353787523109","274984681.4572","2023-09-18-16-38-01-0457","-0.00799998082220554","False","False","-0.212519898363826","274984681.458199","2023-09-18-16-38-01-0458","0","False","False","274984681.459177","2023-09-18-16-38-01-0459","0","False","False","274984681.459177","2023-09-18-16-38-01-0459","0.0891000181436539","False","False","274984681.459177","2023-09-18-16-38-01-0459","0.118462517857552","False","False","-0.257299989461899","False","False","-0.0225000288337469","False","False","9.72507953643799","83","Iterations_Stop","-0.25000025544846","False","False","1.81595496542286E-05","2.0625","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274984740.914484","2023-09-18-16-39-00-0914","2.0315625","274984793.618128","2023-09-18-16-39-53-0618","0.020319","146660","-0.006463","0.00098645","0.050348","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.005046521","0.003856506","0.003254956","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274984846.482721","2023-09-18-16-40-46-0482","0.020605","148720","-0.0065472","0.0010181","0.049383","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.004458526","0.003076236","0.003227262","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274984899.07152","2023-09-18-16-41-39-0071","0.020189","145720","-0.0067568","0.0010255","0.054993","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.005512224","0.003857171","0.003937873","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.0043256962671876","False","False","274984899.201282","2023-09-18-16-41-39-0201","0.192825153470039","False","False","274984899.275651","2023-09-18-16-41-39-0275",""
"","0.125","-0.125","Alineacion_Correcta","8","-0.11","-0.03","13","-0.0892307692307692","0.00923076923076922","0.205458000302315","False","False","274984912.343531","2023-09-18-16-41-52-0343","0.0486478582024574","18","Iterations_Stop","True","0.0438238568603992","10","Iterations_Stop","0.0347185544669628","False","False","274985196.183667","2023-09-18-16-46-36-0183","-0.0422117624120765","False","False","1.9237217202317E-05","3.11550235748291","274985196.184632","2023-09-18-16-46-36-0184","-0.124615371227264","False","False","-3.31041368927774","-0.125","False","False","-187.5","0","False","False","-0.0422117624120765","False","False","1.9237217202317E-05","3.11550235748291","274985196.18663","2023-09-18-16-46-36-0186","-0.124615371227264","False","False","-3.31041368927774","274985196.18763","2023-09-18-16-46-36-0187","-0.0163845885545015","False","False","-0.435257430201663","274985196.18763","2023-09-18-16-46-36-0187","0","False","False","274985196.188629","2023-09-18-16-46-36-0188","0","False","False","274985196.189629","2023-09-18-16-46-36-0189","0.000389436638215557","False","False","274985196.189629","2023-09-18-16-46-36-0189","0.109973102807999","False","False","-0.226799994707108","False","False","-0.0239000283181667","False","False","7.98282051086426","83","Iterations_Stop","-0.280000122615261","False","False","1.64818775374442E-05","2.05200004577637","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274985255.524234","2023-09-18-16-47-35-0524","2.02122004508972","274985308.261575","2023-09-18-16-48-28-0261","0.022475","162220","-0.0069741","0.0010973","0.047101","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.004916232","0.003618297","0.003328251","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274985360.882075","2023-09-18-16-49-20-0882","0.022508","162460","-0.0070725","0.0011102","0.047427","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.004817341","0.00340942","0.003403326","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274985413.631341","2023-09-18-16-50-13-0631","0.024155","174350","-0.0073634","0.0012524","0.026182","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.002621682","0.001627667","0.002055218","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.0040241964161396","False","False","274985413.803838","2023-09-18-16-50-13-0803","0.191438242793083","False","False","274985413.878502","2023-09-18-16-50-13-0878",""
"","0","-0.125","Alineacion_Correcta","9","-0.0666666666666667","-0.0311111111111111","12","-0.08","-5.78241158658936E-18","0.205458000302315","False","False","274985427.332081","2023-09-18-16-50-27-0332","0.14003250002861","18","Iterations_Stop","True","0.151338756084442","6","Iterations_Stop","0.00725189270451665","False","False","274985665.285499","2023-09-18-16-54-25-0285","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274985665.285499","2023-09-18-16-54-25-0285","-0.0323333069682121","False","False","-0.858935947893485","-0.125","False","False","-187.5","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274985665.285499","2023-09-18-16-54-25-0285","-0.0323333069682121","False","False","-0.858935947893485","274985665.286479","2023-09-18-16-54-25-0286","-0.0545555353164673","False","False","-1.44927057680662","274985665.286479","2023-09-18-16-54-25-0286","0","False","False","274985665.286479","2023-09-18-16-54-25-0286","0","False","False","274985665.286479","2023-09-18-16-54-25-0286","-0.0327374748885632","False","False","274985665.286479","2023-09-18-16-54-25-0286","0.0713250190019608","False","False","-0.186066657304764","False","False","-0.0303333625197411","False","False","4.6292200088501","83","Iterations_Stop","-0.169999928474431","False","False","2.26333813770907E-05","2.09050011634827","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274985724.635685","2023-09-18-16-55-24-0635","2.05914261460305","274985777.577042","2023-09-18-16-56-17-0577","0.028275","204090","-0.0023265","0.00034899","0.035729","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.00344657","0.002893879","0.00187198","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274985830.475404","2023-09-18-16-57-10-0475","0.026349","190190","-0.0021821","0.00025471","0.053858","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.004965563","0.004358672","0.002378822","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274985883.381102","2023-09-18-16-58-03-0381","0.02963","213870","-0.0022538","0.00034137","0.063394","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.005306945","0.005061915","0.001593951","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00396389281377196","False","False","274985883.48326","2023-09-18-16-58-03-0483","0.200211897492409","False","False","274985883.557458","2023-09-18-16-58-03-0557",""
"","-0.125","-0.125","Alineacion_Correcta","8","-3.46944695195361E-18","-0.04","12","-0.0133333333333333","-0.0333333333333333","0.205458000302315","False","False","274985897.13115","2023-09-18-16-58-17-0131","0.167016744613647","18","Iterations_Stop","True","0.166323304176331","8","Iterations_Stop","0.160383746027946","False","False","274986143.417524","2023-09-18-17-02-23-0417","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274986143.418469","2023-09-18-17-02-23-0418","-0.0016666465671733","False","False","-0.044274551019041","-0.125","False","False","-187.5","0","False","False","0.127784995093873","False","False","2.41508751059882E-05","3.15375161170959","274986143.420465","2023-09-18-17-02-23-0420","-0.0016666465671733","False","False","-0.044274551019041","274986143.421465","2023-09-18-17-02-23-0421","-0.0366666465997696","False","False","-0.974051336110208","274986143.421465","2023-09-18-17-02-23-0421","0","False","False","274986143.422465","2023-09-18-17-02-23-0422","0","False","False","274986143.423464","2023-09-18-17-02-23-0423","-0.128249973058701","False","False","274986143.423464","2023-09-18-17-02-23-0423","0.0894375219941139","False","False","-0.156899988651276","False","False","-0.0273333620280027","False","False","6.36477994918823","83","Iterations_Stop","-0.270000166892994","False","False","1.70411003637128E-05","2.05550003051758","ThermSoft.Hardware.Control.PotenciaContinua_Probe","274986203.174797","2023-09-18-17-03-23-0174","2.02466753005982","274986256.062762","2023-09-18-17-04-16-0062","0.024749","178640","-0.0055571","0.00096314","0.032661","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.003283353","0.002160265","0.002472582","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274986308.823519","2023-09-18-17-05-08-0823","0.02385","172150","-0.0056725","0.00093553","0.047259","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.00470062","0.003148151","0.003490698","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","274986361.625262","2023-09-18-17-06-01-0625","0.02469","178210","-0.0056424","0.0009813301","0.036192","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatosComplejos","ThermSoft.SerieDeDatos","ThermSoft.SerieDeDatos","0.003658097","0.002432986","0.002731712","System.Collections.Generic.List`1[UniversalDocumentation.DataSpace.ComplexDataSeries+MedicionAdquiridaComplejaEstructura]","-0.00423524994403124","False","False","274986361.768383","2023-09-18-17-06-01-0768","0.191679447889328","False","False","274986361.920419","2023-09-18-17-06-01-0920",""
