"Instant0","-0.4","-0.4","0.0139451967552304","False","False","275069978.540924","2023-09-19-16-19-38-0540"
"","-0.3836734700948","-0.4","0.00984480325132608","False","False","275069978.806713","2023-09-19-16-19-38-0806",""
"","-0.3673469401896","-0.4","0.027573000639677","False","False","275069979.080915","2023-09-19-16-19-39-0080",""
"","-0.3510204102844","-0.4","0.0162366069853306","False","False","275069979.35167","2023-09-19-16-19-39-0351",""
"","-0.3346938803792","-0.4","0.0289598926901817","False","False","275069979.634375","2023-09-19-16-19-39-0634",""
"","-0.318367350474","-0.4","0.043371606618166","False","False","275069979.915252","2023-09-19-16-19-39-0915",""
"","-0.3020408205688","-0.4","0.0598938055336475","False","False","275069980.19122","2023-09-19-16-19-40-0191",""
"","-0.2857142906636","-0.4","0.074787899851799","False","False","275069980.460414","2023-09-19-16-19-40-0460",""
"","-0.2693877607584","-0.4","0.0945663005113602","False","False","275069980.73389","2023-09-19-16-19-40-0733",""
"","-0.2530612308532","-0.4","0.0967371016740799","False","False","275069981.011672","2023-09-19-16-19-41-0011",""
"","-0.236734700948","-0.4","0.130203604698181","False","False","275069981.278806","2023-09-19-16-19-41-0278",""
"","-0.2204081710428","-0.4","0.140514895319939","False","False","275069981.545862","2023-09-19-16-19-41-0545",""
"","-0.2040816411376","-0.4","0.1709965467453","False","False","275069981.816129","2023-09-19-16-19-41-0816",""
"","-0.1877551112324","-0.4","0.204221844673157","False","False","275069982.087734","2023-09-19-16-19-42-0087",""
"","-0.1714285813272","-0.4","0.197588846087456","False","False","275069982.35526","2023-09-19-16-19-42-0355",""
"","-0.155102051422","-0.4","0.2046138048172","False","False","275069982.621785","2023-09-19-16-19-42-0621",""
"","-0.1387755215168","-0.4","0.204553499817848","False","False","275069982.899475","2023-09-19-16-19-42-0899",""
"","-0.1224489916116","-0.4","0.179709896445274","False","False","275069983.175454","2023-09-19-16-19-43-0175",""
"","-0.1061224617064","-0.4","0.140876695513725","False","False","275069983.445656","2023-09-19-16-19-43-0445",""
"","-0.0897959318011999","-0.4","0.118867196142673","False","False","275069983.716699","2023-09-19-16-19-43-0716",""
"","-0.0734694018959999","-0.4","0.0963451489806175","False","False","275069983.988108","2023-09-19-16-19-43-0988",""
"","-0.0571428719907999","-0.4","0.115430101752281","False","False","275069984.253673","2023-09-19-16-19-44-0253",""
"","-0.0408163420855999","-0.4","0.10364144295454","False","False","275069984.518251","2023-09-19-16-19-44-0518",""
"","-0.0244898121803999","-0.4","0.110364899039268","False","False","275069984.787639","2023-09-19-16-19-44-0787",""
"","-0.00816328227519991","-0.4","0.103339947760105","False","False","275069985.06997","2023-09-19-16-19-45-0069",""
"","0.00816324763000009","-0.4","0.104757003486156","False","False","275069985.348573","2023-09-19-16-19-45-0348",""
"","0.0244897775352001","-0.4","0.096556194126606","False","False","275069985.624422","2023-09-19-16-19-45-0624",""
"","0.0408163074404001","-0.4","0.0886569023132324","False","False","275069985.903598","2023-09-19-16-19-45-0903",""
"","0.0571428373456001","-0.4","0.0874207466840744","False","False","275069986.19051","2023-09-19-16-19-46-0190",""
"","0.0734693672508001","-0.4","0.0687578991055489","False","False","275069986.466645","2023-09-19-16-19-46-0466",""
"","0.0897958971560001","-0.4","0.0525070540606976","False","False","275069986.742006","2023-09-19-16-19-46-0742",""
"","0.1061224270612","-0.4","0.0431002490222454","False","False","275069987.010475","2023-09-19-16-19-47-0010",""
"","0.1224489569664","-0.4","0.0391204468905926","False","False","275069987.280997","2023-09-19-16-19-47-0280",""
"","0.1387754868716","-0.4","0.0320653580129147","False","False","275069987.55236","2023-09-19-16-19-47-0552",""
"","0.1551020167768","-0.4","0.0250403918325901","False","False","275069987.822244","2023-09-19-16-19-47-0822",""
"","0.171428546682","-0.4","0.0140658039599657","False","False","275069988.09283","2023-09-19-16-19-48-0092",""
"","0.1877550765872","-0.4","0.00643785716965795","False","False","275069988.363162","2023-09-19-16-19-48-0363",""
"","0.2040816064924","-0.4","0.0109603572636843","False","False","275069988.63964","2023-09-19-16-19-48-0639",""
"","0.2204081363976","-0.4","0.00731219630688429","False","False","275069988.924978","2023-09-19-16-19-48-0924",""
"","0.2367346663028","-0.4","0.00625694636255503","False","False","275069989.208839","2023-09-19-16-19-49-0208",""
"","0.253061196208","-0.4","0.00562380347400904","False","False","275069989.490648","2023-09-19-16-19-49-0490",""
"","0.2693877261132","-0.4","0.00559364259243011","False","False","275069989.771559","2023-09-19-16-19-49-0771",""
"","0.2857142560184","-0.4","0.00574439251795411","False","False","275069990.062344","2023-09-19-16-19-50-0062",""
"","0.3020407859236","-0.4","0.00562380347400904","False","False","275069990.341222","2023-09-19-16-19-50-0341",""
"","0.3183673158288","-0.4","0.00520169641822577","False","False","275069990.620095","2023-09-19-16-19-50-0620",""
"","0.334693845734","-0.4","0.00523185729980469","False","False","275069990.891736","2023-09-19-16-19-50-0891",""
"","0.3510203756392","-0.4","0.00580469612032175","False","False","275069991.180696","2023-09-19-16-19-51-0180",""
"","0.3673469055444","-0.4","0.00565394619479775","False","False","275069991.455863","2023-09-19-16-19-51-0455",""
"","0.3836734354496","-0.4","0.00487005384638906","False","False","275069991.728672","2023-09-19-16-19-51-0728",""
"","0.3999999653548","-0.4","0.00520169641822577","False","False","275069992.009734","2023-09-19-16-19-52-0009",""
"","0.3999999653548","-0.3836734700948","0.0052620000205934","False","False","275069992.292839","2023-09-19-16-19-52-0292",""
"","0.3836734354496","-0.3836734700948","0.00496050016954541","False","False","275069992.593372","2023-09-19-16-19-52-0593",""
"","0.3673469055444","-0.3836734700948","0.00523185729980469","False","False","275069992.872623","2023-09-19-16-19-52-0872",""
"","0.3510203756392","-0.3836734700948","0.00553335715085268","False","False","275069993.149156","2023-09-19-16-19-53-0149",""
"","0.334693845734","-0.3836734700948","0.00499064242467284","False","False","275069993.420136","2023-09-19-16-19-53-0420",""
"","0.3183673158288","-0.3836734700948","0.00514139281585813","False","False","275069993.69368","2023-09-19-16-19-53-0693",""
"","0.3020407859236","-0.3836734700948","0.00595544651150703","False","False","275069993.962712","2023-09-19-16-19-53-0962",""
"","0.2857142560184","-0.3836734700948","0.00538260722532868","False","False","275069994.230901","2023-09-19-16-19-54-0230",""
"","0.2693877261132","-0.3836734700948","0.00517155369743705","False","False","275069994.494724","2023-09-19-16-19-54-0494",""
"","0.253061196208","-0.3836734700948","0.0054127499461174","False","False","275069994.771456","2023-09-19-16-19-54-0771",""
"","0.2367346663028","-0.3836734700948","0.00550319626927376","False","False","275069995.046042","2023-09-19-16-19-55-0046",""
"","0.2204081363976","-0.3836734700948","0.00592530379071832","False","False","275069995.322336","2023-09-19-16-19-55-0322",""
"","0.2040816064924","-0.3836734700948","0.00676950020715594","False","False","275069995.625973","2023-09-19-16-19-55-0625",""
"","0.1877550765872","-0.3836734700948","0.0101161422207952","False","False","275069995.891551","2023-09-19-16-19-55-0891",""
"","0.171428546682","-0.3836734700948","0.00728205358609557","False","False","275069996.164903","2023-09-19-16-19-56-0164",""
"","0.1551020167768","-0.3836734700948","0.00948300026357174","False","False","275069996.432415","2023-09-19-16-19-56-0432",""
"","0.1387754868716","-0.3836734700948","0.0179853029549122","False","False","275069996.698965","2023-09-19-16-19-56-0698",""
"","0.1224489569664","-0.3836734700948","0.0194325000047684","False","False","275069996.96744","2023-09-19-16-19-56-0967",""
"","0.1061224270612","-0.3836734700948","0.0276333037763834","False","False","275069997.242776","2023-09-19-16-19-57-0242",""
"","0.0897958971560001","-0.3836734700948","0.0258544459939003","False","False","275069997.510761","2023-09-19-16-19-57-0510",""
"","0.0734693672508001","-0.3836734700948","0.0303468033671379","False","False","275069997.781329","2023-09-19-16-19-57-0781",""
"","0.0571428373456001","-0.3836734700948","0.0450901426374912","False","False","275069998.04787","2023-09-19-16-19-58-0047",""
"","0.0408163074404001","-0.3836734700948","0.0672805532813072","False","False","275069998.31958","2023-09-19-16-19-58-0319",""
"","0.0244897775352001","-0.3836734700948","0.071049302816391","False","False","275069998.585776","2023-09-19-16-19-58-0585",""
"","0.00816324763000009","-0.3836734700948","0.0889584049582481","False","False","275069998.851146","2023-09-19-16-19-58-0851",""
"","-0.00816328227519991","-0.3836734700948","0.105329848825932","False","False","275069999.130671","2023-09-19-16-19-59-0130",""
"","-0.0244898121803999","-0.3836734700948","0.10086765140295","False","False","275069999.404423","2023-09-19-16-19-59-0404",""
"","-0.0408163420855999","-0.3836734700948","0.116364747285843","False","False","275069999.683191","2023-09-19-16-19-59-0683",""
"","-0.0571428719907999","-0.3836734700948","0.123118348419666","False","False","275069999.95401","2023-09-19-16-19-59-0954",""
"","-0.0734694018959999","-0.3836734700948","0.122575648128986","False","False","275070000.235508","2023-09-19-16-20-00-0235",""
"","-0.0897959318011999","-0.3836734700948","0.103942945599556","False","False","275070000.517895","2023-09-19-16-20-00-0517",""
"","-0.1061224617064","-0.3836734700948","0.116123557090759","False","False","275070000.796479","2023-09-19-16-20-00-0796",""
"","-0.1224489916116","-0.3836734700948","0.142685696482658","False","False","275070001.076024","2023-09-19-16-20-01-0076",""
"","-0.1387755215168","-0.3836734700948","0.180433496832848","False","False","275070001.362843","2023-09-19-16-20-01-0362",""
"","-0.155102051422","-0.3836734700948","0.205367550253868","False","False","275070001.629584","2023-09-19-16-20-01-0629",""
"","-0.1714285813272","-0.3836734700948","0.20413139462471","False","False","275070001.906767","2023-09-19-16-20-01-0906",""
"","-0.1877551112324","-0.3836734700948","0.202051043510437","False","False","275070002.188036","2023-09-19-16-20-02-0188",""
"","-0.2040816411376","-0.3836734700948","0.203407794237137","False","False","275070002.466171","2023-09-19-16-20-02-0466",""
"","-0.2204081710428","-0.3836734700948","0.203709304332733","False","False","275070002.742897","2023-09-19-16-20-02-0742",""
"","-0.236734700948","-0.3836734700948","0.20521679520607","False","False","275070003.031607","2023-09-19-16-20-03-0031",""
"","-0.2530612308532","-0.3836734700948","0.190805107355118","False","False","275070003.308789","2023-09-19-16-20-03-0308",""
"","-0.2693877607584","-0.3836734700948","0.143650501966476","False","False","275070003.590733","2023-09-19-16-20-03-0590",""
"","-0.2857142906636","-0.3836734700948","0.0935110524296761","False","False","275070003.86438","2023-09-19-16-20-03-0864",""
"","-0.3020408205688","-0.3836734700948","0.114796943962574","False","False","275070004.139899","2023-09-19-16-20-04-0139",""
"","-0.318367350474","-0.3836734700948","0.0828379467129707","False","False","275070004.408754","2023-09-19-16-20-04-0408",""
"","-0.3346938803792","-0.3836734700948","0.0523261427879334","False","False","275070004.686638","2023-09-19-16-20-04-0686",""
"","-0.3510204102844","-0.3836734700948","0.00655844621360302","False","False","275070004.957062","2023-09-19-16-20-04-0957",""
"","-0.3673469401896","-0.3836734700948","0.028145857155323","False","False","275070005.232605","2023-09-19-16-20-05-0232",""
"","-0.3836734700948","-0.3836734700948","0.0189501065760851","False","False","275070005.509082","2023-09-19-16-20-05-0509",""
"","-0.4","-0.3836734700948","0.0115030538290739","False","False","275070005.786112","2023-09-19-16-20-05-0786",""
"","-0.4","-0.3673469401896","0.00713130366057158","False","False","275070006.074127","2023-09-19-16-20-06-0074",""
"","-0.3836734700948","-0.3673469401896","0.0206988044083118","False","False","275070006.365071","2023-09-19-16-20-06-0365",""
"","-0.3673469401896","-0.3673469401896","0.0292312502861023","False","False","275070006.635496","2023-09-19-16-20-06-0635",""
"","-0.3510204102844","-0.3673469401896","0.0208796970546246","False","False","275070006.906913","2023-09-19-16-20-06-0906",""
"","-0.3346938803792","-0.3673469401896","0.0308291967958212","False","False","275070007.175401","2023-09-19-16-20-07-0175",""
"","-0.318367350474","-0.3673469401896","0.0509392507374287","False","False","275070007.445842","2023-09-19-16-20-07-0445",""
"","-0.3020408205688","-0.3673469401896","0.0686674490571022","False","False","275070007.712396","2023-09-19-16-20-07-0712",""
"","-0.2857142906636","-0.3673469401896","0.0762652531266212","False","False","275070007.978918","2023-09-19-16-20-07-0978",""
"","-0.2693877607584","-0.3673469401896","0.0726774036884308","False","False","275070008.250336","2023-09-19-16-20-08-0250",""
"","-0.2530612308532","-0.3673469401896","0.124083153903484","False","False","275070008.5247","2023-09-19-16-20-08-0524",""
"","-0.236734700948","-0.3673469401896","0.15866519510746","False","False","275070008.788291","2023-09-19-16-20-08-0788",""
"","-0.2204081710428","-0.3673469401896","0.165479093790054","False","False","275070009.052403","2023-09-19-16-20-09-0052",""
"","-0.2040816411376","-0.3673469401896","0.205246955156326","False","False","275070009.324366","2023-09-19-16-20-09-0324",""
"","-0.1877551112324","-0.3673469401896","0.20521679520607","False","False","275070009.590083","2023-09-19-16-20-09-0590",""
"","-0.1714285813272","-0.3673469401896","0.203166604042053","False","False","275070009.869596","2023-09-19-16-20-09-0869",""
"","-0.155102051422","-0.3673469401896","0.202051043510437","False","False","275070010.153286","2023-09-19-16-20-10-0153",""
"","-0.1387755215168","-0.3673469401896","0.202925398945808","False","False","275070010.423041","2023-09-19-16-20-10-0423",""
"","-0.1224489916116","-0.3673469401896","0.203347504138947","False","False","275070010.696053","2023-09-19-16-20-10-0696",""
"","-0.1061224617064","-0.3673469401896","0.205096200108528","False","False","275070010.97389","2023-09-19-16-20-10-0973",""
"","-0.0897959318011999","-0.3673469401896","0.18929760158062","False","False","275070011.247238","2023-09-19-16-20-11-0247",""
"","-0.0734694018959999","-0.3673469401896","0.153208047151566","False","False","275070011.520615","2023-09-19-16-20-11-0520",""
"","-0.0571428719907999","-0.3673469401896","0.153027147054672","False","False","275070011.788138","2023-09-19-16-20-11-0788",""
"","-0.0408163420855999","-0.3673469401896","0.132796496152878","False","False","275070012.058457","2023-09-19-16-20-12-0058",""
"","-0.0244898121803999","-0.3673469401896","0.127037853002548","False","False","275070012.334439","2023-09-19-16-20-12-0334",""
"","-0.00816328227519991","-0.3673469401896","0.147720754146576","False","False","275070012.61989","2023-09-19-16-20-12-0619",""
"","0.00816324763000009","-0.3673469401896","0.119289301335812","False","False","275070012.890157","2023-09-19-16-20-12-0890",""
"","0.0244897775352001","-0.3673469401896","0.117088347673416","False","False","275070013.168041","2023-09-19-16-20-13-0168",""
"","0.0408163074404001","-0.3673469401896","0.113892443478107","False","False","275070013.436529","2023-09-19-16-20-13-0436",""
"","0.0571428373456001","-0.3673469401896","0.100083753466606","False","False","275070013.703084","2023-09-19-16-20-13-0703",""
"","0.0734693672508001","-0.3673469401896","0.0454821065068245","False","False","275070013.970578","2023-09-19-16-20-13-0970",""
"","0.0897958971560001","-0.3673469401896","0.0725266486406326","False","False","275070014.237727","2023-09-19-16-20-14-0237",""
"","0.1061224270612","-0.3673469401896","0.0584164448082447","False","False","275070014.504243","2023-09-19-16-20-14-0504",""
"","0.1224489569664","-0.3673469401896","0.0309498030692339","False","False","275070014.772733","2023-09-19-16-20-14-0772",""
"","0.1387754868716","-0.3673469401896","0.0355627499520779","False","False","275070015.037334","2023-09-19-16-20-15-0037",""
"","0.1551020167768","-0.3673469401896","0.0336934477090836","False","False","275070015.299947","2023-09-19-16-20-15-0299",""
"","0.171428546682","-0.3673469401896","0.0251006968319416","False","False","275070015.566485","2023-09-19-16-20-15-0566",""
"","0.1877550765872","-0.3673469401896","0.0143673038110137","False","False","275070015.831066","2023-09-19-16-20-15-0831",""
"","0.2040816064924","-0.3673469401896","0.0137040000408888","False","False","275070016.101525","2023-09-19-16-20-16-0101",""
"","0.2204081363976","-0.3673469401896","0.00972419604659081","False","False","275070016.392727","2023-09-19-16-20-16-0392",""
"","0.2367346663028","-0.3673469401896","0.00758355390280485","False","False","275070016.660241","2023-09-19-16-20-16-0660",""
"","0.253061196208","-0.3673469401896","0.0055634998716414","False","False","275070016.926816","2023-09-19-16-20-16-0926",""
"","0.2693877261132","-0.3673469401896","0.00607605371624231","False","False","275070017.194311","2023-09-19-16-20-17-0194",""
"","0.2857142560184","-0.3673469401896","0.00637755356729031","False","False","275070017.459871","2023-09-19-16-20-17-0459",""
"","0.3020407859236","-0.3673469401896","0.00529214274138212","False","False","275070017.728373","2023-09-19-16-20-17-0728",""
"","0.3183673158288","-0.3673469401896","0.0055634998716414","False","False","275070018.011363","2023-09-19-16-20-18-0011",""
"","0.334693845734","-0.3673469401896","0.00520169641822577","False","False","275070018.293395","2023-09-19-16-20-18-0293",""
"","0.3510203756392","-0.3673469401896","0.00499064242467284","False","False","275070018.578338","2023-09-19-16-20-18-0578",""
"","0.3673469055444","-0.3673469401896","0.00520169641822577","False","False","275070018.856135","2023-09-19-16-20-18-0856",""
"","0.3836734354496","-0.3673469401896","0.00502080377191305","False","False","275070019.143815","2023-09-19-16-20-19-0143",""
"","0.3999999653548","-0.3673469401896","0.00502080377191305","False","False","275070019.412302","2023-09-19-16-20-19-0412",""
"","0.3999999653548","-0.3510204102844","0.00577455386519432","False","False","275070019.684553","2023-09-19-16-20-19-0684",""
"","0.3836734354496","-0.3510204102844","0.00505094649270177","False","False","275070019.972697","2023-09-19-16-20-19-0972",""
"","0.3673469055444","-0.3510204102844","0.00598560739308596","False","False","275070020.236498","2023-09-19-16-20-20-0236",""
"","0.3510203756392","-0.3510204102844","0.00785489287227392","False","False","275070020.517749","2023-09-19-16-20-20-0517",""
"","0.334693845734","-0.3510204102844","0.00520169641822577","False","False","275070020.788511","2023-09-19-16-20-20-0788",""
"","0.3183673158288","-0.3510204102844","0.00535244634374976","False","False","275070021.083443","2023-09-19-16-20-21-0083",""
"","0.3020407859236","-0.3510204102844","0.00511125009506941","False","False","275070021.345752","2023-09-19-16-20-21-0345",""
"","0.2857142560184","-0.3510204102844","0.00884985737502575","False","False","275070021.612743","2023-09-19-16-20-21-0612",""
"","0.2693877261132","-0.3510204102844","0.00628710724413395","False","False","275070021.882228","2023-09-19-16-20-21-0882",""
"","0.253061196208","-0.3510204102844","0.00616650003939867","False","False","275070022.150036","2023-09-19-16-20-22-0150",""
"","0.2367346663028","-0.3510204102844","0.00643785716965795","False","False","275070022.419516","2023-09-19-16-20-22-0419",""
"","0.2204081363976","-0.3510204102844","0.00625694636255503","False","False","275070022.689956","2023-09-19-16-20-22-0689",""
"","0.2040816064924","-0.3510204102844","0.00878955330699682","False","False","275070022.958431","2023-09-19-16-20-22-0958",""
"","0.1877550765872","-0.3510204102844","0.010839750058949","False","False","275070023.226921","2023-09-19-16-20-23-0226",""
"","0.171428546682","-0.3510204102844","0.0147893922403455","False","False","275070023.49347","2023-09-19-16-20-23-0493",""
"","0.1551020167768","-0.3510204102844","0.0111111076548696","False","False","275070023.759993","2023-09-19-16-20-23-0759",""
"","0.1387754868716","-0.3510204102844","0.0268493928015232","False","False","275070024.028499","2023-09-19-16-20-24-0028",""
"","0.1224489569664","-0.3510204102844","0.0267589464783669","False","False","275070024.297946","2023-09-19-16-20-24-0297",""
"","0.1061224270612","-0.3510204102844","0.0307990536093712","False","False","275070024.568387","2023-09-19-16-20-24-0568",""
"","0.0897958971560001","-0.3510204102844","0.0397837497293949","False","False","275070024.836799","2023-09-19-16-20-24-0836",""
"","0.0734693672508001","-0.3510204102844","0.0442459471523762","False","False","275070025.106282","2023-09-19-16-20-25-0106",""
"","0.0571428373456001","-0.3510204102844","0.0586576424539089","False","False","275070025.383539","2023-09-19-16-20-25-0383",""
"","0.0408163074404001","-0.3510204102844","0.0588385537266731","False","False","275070025.653004","2023-09-19-16-20-25-0653",""
"","0.0244897775352001","-0.3510204102844","0.0753004476428032","False","False","275070025.920517","2023-09-19-16-20-25-0920",""
"","0.00816324763000009","-0.3510204102844","0.0877825543284416","False","False","275070026.19584","2023-09-19-16-20-26-0195",""
"","-0.00816328227519991","-0.3510204102844","0.0999631509184837","False","False","275070026.461413","2023-09-19-16-20-26-0461",""
"","-0.0244898121803999","-0.3510204102844","0.122846998274326","False","False","275070026.734783","2023-09-19-16-20-26-0734",""
