-3.66843199729919; -1.74341189861298
-3.40532374382019; -1.67291224002838
-3.63798666000366; -1.62978851795197
-3.43576908111572; -1.78653562068939
-3.33466005325317; -1.86490917205811
-3.07155179977417; -1.79440951347351
-2.77311158180237; -1.81990838050842
-3.00088810920715; -1.98640644550323
-2.79867053031921; -2.14315366744995
-2.73777985572815; -1.91590678691864
-2.66711616516113; -2.10790371894836
-2.9704430103302; -1.87278306484222
-3.2335512638092; -1.94328272342682
-2.86172270774841; -1.92275083065033
-3.10960841178894; -1.93643879890442
-2.92369413375854; -1.92617285251617
-2.95413947105408; -2.0397961139679
-2.75274705886841; -3.42402362823486
-2.52934670448303; -3.36416363716125
-2.70694136619568; -3.25307488441467
-2.48354125022888; -3.19321489334106
-2.34893822669983; -3.07781076431274
-2.52653312683105; -2.96672201156616
-2.16852974891663; -2.79145765304565
-1.89932405948639; -2.56064915657043
-1.72172927856445; -2.67173790931702
-1.27211499214172; -2.15457630157471
-1; -1.69295918941498
-1.17759466171265; -1.5818704366684
-1; -1
-1; -1
-1; -1.11108875274658
-1; -1
-1; -1
-1; -1.05554437637329
-1; -1
-1; -1.02777218818665
-1; -1
-1; -1.01388609409332
-2.25137543678284; -2.72704195976257
-2.03073287010193; -2.66792106628418
-2.2311007976532; -2.65137577056885
-2.05100774765015; -2.74358701705933
-1.96096110343933; -2.78969264030457
-1.740318775177; -2.73057174682617
-2.12361121177673; -2.72792434692383
-1.86808288097382; -2.72968935966492
-1.79831099510193; -2.8514609336853
-1.89118921756744; -2.91146445274353
-1.90274250507355; -3.00235199928284
-2.06539249420166; -2.9405837059021
-2.00717377662659; -3.15324282646179
-1.97251427173615; -2.88058018684387
-1.80986416339874; -2.94234848022461
-2.00151038169861; -2.94102478027344
-1.93173861503601; -3.0627965927124
-1.96232032775879; -2.92613434791565
-2.06108832359314; -2.86480736732483
-1.94232892990112; -2.96796584129334
-1.98151898384094; -2.98285627365112
-1.99111831188202; -3.01121735572815
-2.04070043563843; -2.9559154510498
-1.96692180633545; -2.96495318412781
-1.94693040847778; -3.00678467750549
-1.98786544799805; -2.95746493339539
-2.00246262550354; -2.9753680229187
-1.97580707073212; -2.96755695343018
-1.96946060657501; -2.99294829368591
-1.98326420783997; -2.96633577346802
-1.97755229473114; -2.95103621482849
-1.98052728176117; -2.97490119934082
-1.98798453807831; -2.97368001937866
-1.98524761199951; -2.98224568367004
-1.9837601184845; -2.97031331062317
-1.97630286216736; -2.97153449058533
-1.98506414890289; -2.97314381599426
-1.98183131217957; -2.97773170471191
-1.98327791690826; -2.97216796875
-1.97874104976654; -2.97392535209656
-1.98348331451416; -2.97333908081055
-1.26359689235687; -2.07801055908203
-1; -2.00111484527588
-1.24423146247864; -2.00573754310608
-1; -1.92884182929993
-1; -1.85425758361816
-1; -1.92421925067902
-1.12211573123932; -1.98535788059235
-1; -1.94459879398346
-1; -1.92421925067902
-1; -1.87232577800751
-1; -1.96891760826111
-1; -1.98467457294464
-1; -2.00899338722229
-1; -1.96069753170013
-1; -1.94494044780731
-1; -1.97474110126495
-1; -1.95487403869629
-1; -1.96977436542511
-1; -1.95984077453613
-1; -1.9672908782959
-1.90807998180389; -1.53224337100983
-1.67647564411163; -1.4701851606369
-1.83089411258698; -1.24418163299561
-2.06249833106995; -1.30623984336853
-1.98531258106232; -1.0181782245636
-2.02392888069153; -1
-1.75370824337006; -1
-1.9081267118454; -1
-2.13973093032837; -1.0181782245636
-1.85021388530731; -1.00454449653625
-2.04322528839111; -1.01363360881805
-1.89846670627594; -1.00681686401367
-1.99497246742249; -1.01136136054993
-1.44761335849762; -1.30768191814423
-1.2925717830658; -1.26613867282867
-1.40929973125458; -1.16469347476959
-1.25425815582275; -1.12315022945404
-1.15758061408997; -1.03088438510895
-1.04085266590118; -1.13232958316803
-1; -1.11614763736725
-1; -1
-1; -1
-1; -1.0852632522583
-1; -1
-1; -1
-1; -1.04263162612915
-1; -1
-1; -1.02131581306458
-1; -1
-1; -1.01065790653229
-1.90426802635193; -1.23312699794769
-1.83884334564209; -1.21559655666351
-1.84072053432465; -1
-1.90614521503448; -1.01753044128418
-1.93979609012604; -1
-1.87624871730804; -1
-1.97532427310944; -1
-2.04262614250183; -1
-2.03887176513672; -1
-1.91690444946289; -1
-1.99821591377258; -1
-1.93723225593567; -1
-1.9778881072998; -1
-2.0134162902832; -1
-1.95820116996765; -1
-1.95563733577728; -1
-1.9385142326355; -1
-1.96612179279327; -1
-1.96868562698364; -1
-1.97660613059998; -1
-1.96280241012573; -1
-1.96023857593536; -1
-1.96657383441925; -1
-1.96989321708679; -1
-1.96457505226135; -1
-1.96412301063538; -1
-3.99255156517029; -2.1965594291687
-3.84763073921204; -2.15772795677185
-3.97337555885315; -2.12499380111694
-3.8284547328949; -2.08616256713867
-3.95419955253601; -2.05342841148376
-4; -2.00127840042114
-4; -2.04010987281799
-4; -1.9163943529129
-3.98668789863586; -2.0728440284729
-4; -1.96854424476624
-4; -1.92971289157867
-4; -2.0125105381012
-4; -1.95731210708618
-4; -1.99871098995209
-4; -2.03144526481628
-4; -1.98426949977875
-4; -1.9817019701004
-4; -1.96726047992706
-4; -1.99084830284119
-4; -1.99341583251953
-4; -1.98463046550751
-4; -1.97805154323578
-4; -1.9876492023468
-4; -1.98801016807556
-1; -1
