Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Contine la distancia recorrida por el algoritmo. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.001891119 ; -0.0003893723 ; -3.402074E-05 ; -3.645599E-05 ; 3.68131E-06 ; 1213 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0040157551345162 ; 0 ; -0.07500003 ; -0.68 ; -0.655 ; 0.1
0.7749551 ; 0.0009452365 ; -0.0001027969 ; -9.759639E-05 ; 3.392881E-06 ; 1213 ; Bayesiano ; 0 ; 0 ; -0.2 ; -0.2 ; 0.166415597036704 ; 1 ; 0.3735883 ; 0.0834787 ; -0.1429751 ; 0.1
0.2282214 ; -0.0002808974 ; -9.942717E-05 ; -9.763295E-05 ; 3.031706E-06 ; 149 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0143578234834942 ; 4 ; -0.3366278 ; 0.0526786 ; -0.06344094 ; 0.1
0.09300832 ; 0.09201238 ; -9.993938E-05 ; -9.91234E-05 ; 2.836178E-06 ; 1210 ; ParticleSwarm ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0174633813795741 ; 3 ; 0.5 ; -0.5 ; 0.5 ; 0.1
0.4334497 ; 0.001867917 ; 2.135797E-05 ; -0.000264202 ; 2.016373E-06 ; 1210 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.181151449345108 ; 2 ; 0.1945092 ; 0.2351452 ; 0.1602856 ; 0.1
0.9151829 ; -0.0009021442 ; -9.673158E-05 ; -9.847437E-05 ; 3.773257E-06 ; 1212 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.128020464205908 ; 5 ; 0.7170368 ; -0.6918001 ; -0.7584963 ; 0.1
0.1316249 ; 0.1317369 ; -9.768081E-05 ; -4.05509E-05 ; 2.099362E-06 ; 1212 ; Fireworks ; 0 ; 0 ; -0.2 ; -0.2 ; 0.116536590245757 ; 6 ; 0.2681202 ; -0.82883 ; 0.1463297 ; 0.1
0.04692263 ; 0.04691217 ; 3.833333E-05 ; -1.310591E-05 ; 2.912014E-06 ; 1225 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00450454787592449 ; 0 ; 0.155 ; -0.515 ; -0.955 ; 0.1
0.8477496 ; 0.1109165 ; -4.819266E-05 ; -9.936236E-05 ; 2.563166E-06 ; 1225 ; Bayesiano ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.151130204250482 ; 1 ; -0.4408887 ; 0.2191171 ; -0.4741192 ; 0.1
