Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_MaxVal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_FotodiodoFinal ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos_Real ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Tam_Haz_Muestra ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Cdespla ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_TipoBusca ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Valores ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Listado_Controlables_Nombres ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_X_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Y_Pos ; Ta_ThermSoft.Simulacion.Buscador.InstanciaEjecutora+Resultados_Distancia_Recorrida ; Buscador_System.Int32 ; Sim_Tilt_X_System.Single ; Sim_Tilt_Y_System.Single ; L2FocusBackSlash_System.Single ; BackSlash_System.Double
Maximo valor registrado ; Valor fotodiodo ; Posición final sobre la muestra X ; Posicion final sobre la muestra Y ; Tamaño del haz sobre la muestra ; Cantidad de desplazamientos ; Tipo de buscador ; Listado de valores de los controlables ; Listado de nombres de los controlables ; Posición seteada para la alineación X ; Posición seteada para la alineación Y ; Contine la distancia recorrida por el algoritmo. ; Numeric value ; Numeric value ; Numeric value ; Numeric value ; Numeric value
0.6973507 ; 0.0004073796 ; -7.959469E-05 ; -7.938062E-05 ; 2.49624E-06 ; 1026 ; Integral ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00349223261630412 ; 0 ; 0.54 ; 0.8099999 ; -0.545 ; 0.035
0.7991334 ; -0.0008955911 ; -0.0001020516 ; -0.0001020084 ; 3.43224E-06 ; 1026 ; Bayesiano ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0762721024599641 ; 1 ; -0.2972347 ; 0.008479067 ; -0.09067152 ; 0.035
0.03290768 ; 0.03219309 ; -0.0001002757 ; -9.997045E-05 ; 3.00655E-06 ; 153 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.2 ; -0.2 ; 0.00358823162438037 ; 4 ; 0.3924486 ; -0.2701919 ; 0.2759876 ; 0.035
0.1367485 ; -0.0005667364 ; -9.366938E-05 ; -9.948979E-05 ; 3.040663E-06 ; 1030 ; ParticleSwarm ; 0 ; 0 ; -0.2 ; -0.2 ; 0.0437963347398948 ; 3 ; 0.3656613 ; -0.5 ; 0.05082587 ; 0.035
0.7183476 ; 0.001435232 ; -0.0001129531 ; 5.739466E-05 ; 3.159995E-06 ; 1022 ; RandomSearch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.152065632561819 ; 2 ; 0.2611034 ; 0.3030926 ; 0.05327085 ; 0.035
0.4016491 ; 0.001501309 ; -9.763523E-05 ; -9.763902E-05 ; 3.197048E-06 ; 1026 ; BigBung_BigCrunch ; 0 ; 0 ; -0.2 ; -0.2 ; 0.121927700577203 ; 5 ; -0.707456 ; -0.8542238 ; -0.01551788 ; 0.035
0.3502832 ; -0.001282311 ; -9.770478E-05 ; -0.0001004361 ; 3.119429E-06 ; 1026 ; Fireworks ; 0 ; 0 ; -0.2 ; -0.2 ; 0.12877019124554 ; 6 ; 0.3713525 ; -0.8761541 ; 0.1432258 ; 0.035
0.411147 ; 0.4110777 ; -4.156287E-05 ; -9.144996E-05 ; 2.237565E-06 ; 1149 ; Integral ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00422958663421065 ; 0 ; -0.5600001 ; -0.03000005 ; 0.12 ; 0.035
0.8177335 ; 0.01406246 ; -7.250407E-05 ; -0.0001227319 ; 2.788626E-06 ; 1149 ; Bayesiano ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.116042735672976 ; 1 ; 0.3497685 ; -0.3121206 ; -0.4270414 ; 0.035
0.4364739 ; -0.001698283 ; -4.999523E-05 ; -7.988911E-05 ; 2.20276E-06 ; 195 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.00758853331644533 ; 4 ; 0.5 ; 0.1727213 ; 0.2794628 ; 0.035
0.02424419 ; 0.01180221 ; -4.985812E-05 ; -9.943876E-05 ; 2.231127E-06 ; 1150 ; ParticleSwarm ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.0108200262620543 ; 3 ; 0.5 ; -0.5 ; 0.1149568 ; 0.035
0.5610017 ; 0.001004036 ; 1.371386E-05 ; -6.493838E-05 ; 2.352878E-06 ; 1149 ; RandomSearch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.179099534018557 ; 2 ; -0.07948836 ; 0.3051393 ; 0.3800929 ; 0.035
0.1647924 ; -0.00077932 ; -2.506846E-05 ; -7.277106E-05 ; 2.930688E-06 ; 1149 ; BigBung_BigCrunch ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.126581326846773 ; 5 ; -0.8519955 ; -0.6036154 ; -0.4222493 ; 0.035
0.8031012 ; -0.001264868 ; -8.881963E-06 ; -6.009799E-05 ; 2.50017E-06 ; 1152 ; Fireworks ; 0 ; 0 ; -0.0999999985098839 ; -0.2 ; 0.122283509726854 ; 6 ; 0.9107365 ; -0.3382334 ; -0.8865565 ; 0.035
0.006360067 ; 0.007024959 ; 2.274831E-08 ; -8.289173E-05 ; 2.133279E-06 ; 1051 ; Integral ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.00409846980260676 ; 0 ; -0.07500003 ; -0.245 ; 0.15 ; 0.035
0.7178103 ; -0.001450615 ; 9.345315E-06 ; -9.792371E-05 ; 2.504556E-06 ; 1051 ; Bayesiano ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.13562101173514 ; 1 ; -0.4794208 ; -0.4104359 ; -0.4557411 ; 0.035
0.8554166 ; -0.001013408 ; 1.824055E-07 ; -0.0001155146 ; 2.653273E-06 ; 139 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0054354604067925 ; 4 ; 0.2178679 ; 0.4994532 ; -0.4782266 ; 0.035
0.4972877 ; 0.4797761 ; 4.086736E-07 ; -9.912271E-05 ; 2.373934E-06 ; 1050 ; ParticleSwarm ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.0173435347973432 ; 3 ; 0.5 ; 0.5 ; -0.5 ; 0.035
0.8470263 ; 0.002106206 ; 4.574782E-06 ; 3.941694E-05 ; 2.680134E-06 ; 1050 ; RandomSearch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.153653137191774 ; 2 ; 0.3512218 ; -0.2187546 ; 0.4874427 ; 0.035
0.6193702 ; 0.0003972516 ; -8.516005E-06 ; -0.0001057549 ; 2.077119E-06 ; 1050 ; BigBung_BigCrunch ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.128221849753948 ; 5 ; 0.05604215 ; -0.6505807 ; 0.3143088 ; 0.035
0.7981695 ; 0.0008159928 ; 3.176008E-05 ; -6.731729E-05 ; 3.269861E-06 ; 1050 ; Fireworks ; 0 ; 0 ; 2.9802322276673E-09 ; -0.2 ; 0.119806254736538 ; 6 ; -0.5639504 ; 0.3049988 ; -0.319104 ; 0.035
0.002087058 ; 0.0007721705 ; 6.189517E-05 ; -8.359871E-05 ; 2.020336E-06 ; 1012 ; Integral ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.00401478450719983 ; 0 ; -0.27 ; -0.22 ; 0.3149999 ; 0.035
0.9528824 ; 0.01380628 ; 4.981477E-05 ; -9.750993E-05 ; 2.251804E-06 ; 1012 ; Bayesiano ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.0907802623762069 ; 1 ; 0.06200253 ; 0.1375702 ; -0.4823922 ; 0.035
0.1717181 ; -0.0007544273 ; 4.960293E-05 ; -9.749873E-05 ; 2.022797E-06 ; 175 ; GlobalizedBoundedNelderMead ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.00331186309197398 ; 4 ; 0.3602 ; -0.2621059 ; 0.2774125 ; 0.035
0.7169483 ; 0.005912147 ; 4.788658E-05 ; -9.969722E-05 ; 2.169324E-06 ; 1010 ; ParticleSwarm ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.140176439733524 ; 3 ; 0.1066674 ; -0.5 ; -0.2026081 ; 0.035
0.961767 ; 0.03216045 ; 0.0001515754 ; -7.259148E-05 ; 2.321757E-06 ; 1011 ; RandomSearch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.147508384050791 ; 2 ; 0.4600347 ; 0.06837315 ; -0.3954151 ; 0.035
0.5544063 ; -0.001195904 ; 8.87147E-05 ; -5.722481E-05 ; 3.016245E-06 ; 1011 ; BigBung_BigCrunch ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.114913096170147 ; 5 ; -0.1623873 ; 0.9469532 ; -0.7914705 ; 0.035
0.3799286 ; -0.0006751994 ; 4.79662E-05 ; -1.860147E-05 ; 2.907718E-06 ; 1014 ; Fireworks ; 0 ; 0 ; 0.100000004470348 ; -0.2 ; 0.104706572312401 ; 6 ; 0.104792 ; 0.2388519 ; -0.6650681 ; 0.035
